fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
216,,       ,,412505331,15,0.8,119.66281,26.097218,256.4,30,2024-04-16 12:17:53,153
282,,       ,,412505331,15,3.9,119.630323,26.117832,118.6,30,2024-04-16 13:20:56,200
100,,       ,,412505331,15,0.2,119.630253,26.119167,90.9,30,2024-04-16 13:41:54,61
160,,       ,,412505331,15,0.2,119.630183,26.119113,0.0,30,2024-04-16 14:05:55,115
35,,       ,,412505331,15,0.1,119.630225,26.119137,20.2,30,2024-04-16 14:17:59,28
462,,       ,,412505331,15,0.1,119.63024,26.119192,147.6,30,2024-04-16 14:29:56,317
226,,       ,,412505331,15,0.1,119.63077,26.118673,80.8,30,2024-04-16 14:41:58,153
283,,       ,,412505331,15,0.3,119.630235,26.119043,125.8,30,2024-04-16 14:53:57,187
108,,       ,,412505331,15,0.5,119.630185,26.119068,149.9,30,2024-04-16 15:29:57,72
162,,       ,,412505331,15,0.3,119.622462,26.123963,0.0,30,2024-04-16 15:57:00,117
39,,       ,,412505331,15,0.5,119.622423,26.123995,343.8,30,2024-04-16 16:09:00,31
