fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
1214,807484051,_;`3O$+,.R?9!(;M8/>SAIR .16,416042000,5,0.1,121.861365,24.596237,207.4,30,2024-04-28 18:54:08,859
