fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
3239,,,NETFISHING       7V6,994167342,15,7.7,122.385307,24.7825,251.8,0,2024-04-23 01:15:51,2148
3588,,,NETFISHING       7V6,994167342,15,8.1,122.37027,24.778225,252.7,0,2024-04-23 01:22:12,2425
3704,,,NETFISHING       7V5,994167342,15,8.1,122.360162,24.77526,252.3,0,2024-04-23 01:26:26,2541
3898,,,NETFISHING       7V6,994167342,15,8.2,122.350037,24.772447,253.2,0,2024-04-23 01:30:40,2625
3478,,,NETFISHING       7V6,994167342,15,8.0,122.340015,24.769385,251.3,0,2024-04-23 01:34:53,2384
3589,,,NETFISHING       7V5,994167342,15,8.1,122.330233,24.765692,246.0,0,2024-04-23 01:39:07,2481
4209,,,NETFISHING       7V6,994167342,15,8.1,122.3204,24.761958,247.7,0,2024-04-23 01:43:20,2823
3592,,,NETFISHING       7V6,994167342,15,8.1,122.315503,24.760122,247.6,0,2024-04-23 01:45:27,2481
3295,,,NETFISHING       7V5,994167342,15,8.2,122.2808,24.747977,248.7,0,2024-04-23 02:00:16,2266
3465,,,NETFISHING       7V5,994167342,15,8.2,122.270842,24.744372,248.4,0,2024-04-23 02:04:29,2346
3587,,,NETFISHING       7V5,994167342,15,8.5,122.260612,24.740625,247.7,0,2024-04-23 02:08:41,2438
3959,,,NETFISHING       7V6,994167342,15,8.6,122.250457,24.736665,247.6,0,2024-04-23 02:12:54,2653
3561,,,NETFISHING       7V5,994167342,15,8.8,122.24525,24.734643,246.9,0,2024-04-23 02:15:01,2409
3519,,,NETFISHING       7V5,994167342,15,8.6,122.229813,24.728507,246.6,0,2024-04-23 02:21:21,2390
3612,,,NETFISHING       7V6,994167342,15,8.6,122.219598,24.72477,248.1,0,2024-04-23 02:25:34,2434
3875,,,NETFISHING       7V6,994167342,15,8.3,122.209797,24.720687,244.7,0,2024-04-23 02:29:46,2682
3730,,,NETFISHING       7V6,994167342,15,8.2,122.200137,24.71664,244.5,0,2024-04-23 02:33:59,2618
4168,,,NETFISHING       7V5,994167342,15,8.1,122.195353,24.714503,243.9,0,2024-04-23 02:36:06,2885
3855,,,NETFISHING       7V5,994167342,15,8.0,122.18599,24.710248,243.0,0,2024-04-23 02:40:19,2706
3910,,,NETFISHING       7V5,994167342,15,8.0,122.176365,24.705892,243.0,0,2024-04-23 02:44:36,2736
4020,,,NETFISHING       7V5,994167342,15,8.1,122.166833,24.701512,242.2,0,2024-04-23 02:48:51,2807
4024,,,NETFISHING       7V5,994167342,15,8.1,122.157382,24.696717,239.3,0,2024-04-23 02:53:07,2813
3794,,,NETFISHING       7V5,994167342,15,8.4,122.147602,24.692008,241.7,0,2024-04-23 02:57:23,2668
3991,,,NETFISHING       7V5,994167342,15,8.8,122.137897,24.687253,242.6,0,2024-04-23 03:01:36,2763
4000,,,NETFISHING       7V5,994167342,15,8.3,122.128097,24.682498,242.4,0,2024-04-23 03:05:58,2758
3767,,,NETFISHING       7V5,994167342,15,8.0,122.123547,24.6802,241.0,0,2024-04-23 03:08:04,2640
4049,,,NETFISHING       7V5,994167342,15,8.6,122.114082,24.675505,242.1,0,2024-04-23 03:12:17,2815
4091,,,NETFISHING       7V5,994167342,15,8.3,122.100023,24.667933,240.8,0,2024-04-23 03:18:51,2866
3961,,,NETFISHING       7V6,994167342,15,8.0,122.095497,24.665263,237.1,0,2024-04-23 03:21:04,2790
4222,,,NETFISHING       7V6,994167342,15,7.9,122.085753,24.659885,238.2,0,2024-04-23 03:25:40,2961
4062,,,NETFISHING       7V6,994167342,15,8.3,122.076072,24.654898,242.1,0,2024-04-23 03:30:06,2855
3988,,,NETFISHING       7V5,994167342,15,8.3,122.065545,24.649875,243.0,0,2024-04-23 03:34:48,2812
3901,,,NETFISHING       7V5,994167342,15,8.4,122.06034,24.647557,243.9,0,2024-04-23 03:37:03,2771
4389,,,NETFISHING       7V5,994167342,15,8.1,122.050122,24.643672,250.6,0,2024-04-23 03:41:27,3047
4121,,,NETFISHING       7V5,994167342,15,8.3,122.039888,24.64025,250.4,0,2024-04-23 03:45:48,2893
3977,,,NETFISHING       7V5,994167342,15,8.5,122.034477,24.638513,250.6,0,2024-04-23 03:48:00,2767
3828,,,NETFISHING       7V5,994167342,15,7.8,122.019203,24.633388,248.4,0,2024-04-23 03:54:31,2702
3993,,,NETFISHING       7V5,994167342,15,8.0,122.013862,24.631472,248.5,0,2024-04-23 03:56:50,2810
3820,,,NETFISHING       7V5,994167342,15,8.0,121.994552,24.62512,252.4,0,2024-04-23 04:05:24,2692
3855,,,NETFISHING       7V5,994167342,15,8.6,121.979943,24.620507,243.7,0,2024-04-23 04:11:43,2722
4112,,,NETFISHING       7V5,994167342,15,8.2,121.973675,24.6185,250.7,0,2024-04-23 04:14:20,2908
3844,,,NETFISHING       7V5,994167342,15,8.2,121.964058,24.615085,249.6,0,2024-04-23 04:18:30,2731
4050,,,NETFISHING       7V5,994167342,15,8.2,121.954602,24.61109,246.3,0,2024-04-23 04:22:40,2876
3852,,,NETFISHING       7V5,994167342,15,7.8,121.945517,24.60715,244.0,0,2024-04-23 04:26:50,2755
4067,,,NETFISHING       7V5,994167342,15,7.8,121.936398,24.603093,244.2,0,2024-04-23 04:31:02,2907
4019,,,NETFISHING       7V5,994167342,15,7.8,121.927083,24.599587,247.7,0,2024-04-23 04:35:14,2876
4340,,,NETFISHING       7V5,994167342,15,8.2,121.91743,24.596503,250.3,0,2024-04-23 04:39:25,3087
4018,,,NETFISHING       7V5,994167342,15,8.3,121.906743,24.59618,275.3,0,2024-04-23 04:43:35,2877
4085,,,NETFISHING       7V5,994167342,15,7.1,121.897332,24.5939,250.6,0,2024-04-23 04:47:46,2943
3993,,,NETFISHING       7V5,994167342,15,6.9,121.892947,24.593565,265.2,0,2024-04-23 04:49:52,2827
4217,,,NETFISHING       7V6,994167342,15,8.0,121.878068,24.593967,264.5,0,2024-04-23 04:56:08,2972
3786,,,NETFISHING       7V5,994167342,15,7.9,121.869268,24.590303,234.6,0,2024-04-23 05:00:19,2695
4001,,,NETFISHING       7V5,994167342,15,2.7,121.867763,24.585522,246.1,0,2024-04-23 05:04:34,2837
3828,,,NETFISHING       7V5,994167342,15,0.8,121.868108,24.585173,332.9,0,2024-04-23 05:08:51,2719
