fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
4112,,,CT2-5846;2       8V2,12005846,15,0.6,121.869017,24.903863,114.4,0,2024-04-17 12:47:43,2876
4398,,,CT2-5846;2       8V2,12005846,15,0.9,121.869075,24.903663,121.7,0,2024-04-17 12:52:46,3041
4223,,,CT2-5846;2       8V2,12005846,15,0.3,121.869112,24.903677,199.6,0,2024-04-17 12:57:37,2923
4223,,,CT2-5846;2       8V2,12005846,15,0.5,121.869435,24.903705,174.5,0,2024-04-17 13:02:42,2934
4070,,,CT2-5846;2       8V2,12005846,15,0.2,121.8696,24.903822,88.2,0,2024-04-17 13:05:30,2836
4061,,,CT2-5846;2       8V2,12005846,15,0.7,121.86906,24.904085,61.0,0,2024-04-17 13:10:22,2827
4346,,,CT2-5846;2       8V3,12005846,15,0.2,121.869772,24.903577,280.0,0,2024-04-17 13:12:56,3033
4004,,,CT2-5846;2       8V3,12005846,15,0.5,121.86906,24.903687,48.4,0,2024-04-17 13:15:32,2773
4203,,,CT2-5846;2       8V3,12005846,15,0.3,121.869093,24.903717,326.4,0,2024-04-17 13:22:48,2905
4095,,,CT2-5846;2       8V2,12005846,15,0.2,121.868678,24.903632,170.0,0,2024-04-17 13:25:16,2817
3937,,,CT2-5846;2       8V2,12005846,15,0.2,121.869032,24.903668,316.8,0,2024-04-17 13:30:10,2742
3936,,,CT2-5846;2       8V2,12005846,15,0.2,121.868757,24.903862,110.6,0,2024-04-17 13:34:55,2731
4147,,,CT2-5846;2       8V2,12005846,15,0.2,121.868903,24.903848,151.3,0,2024-04-17 13:37:16,2840
4125,,,CT2-5846;2       8V2,12005846,15,0.2,121.868987,24.90375,229.9,0,2024-04-17 13:42:09,2882
4215,,,CT2-5846;2       8V2,12005846,15,0.3,121.869043,24.903743,317.7,0,2024-04-17 13:46:59,2897
4259,,,CT2-5846;2       8V2,12005846,15,0.6,121.868988,24.903705,83.0,0,2024-04-17 13:51:48,2888
4261,,,CT2-5846;2       8V2,12005846,15,0.2,121.869052,24.903693,232.1,0,2024-04-17 13:54:18,2918
3894,,,CT2-5846;2       8V2,12005846,15,0.3,121.868993,24.903683,117.6,0,2024-04-17 13:59:08,2700
3937,,,CT2-5846;2       8V2,12005846,15,0.4,121.86885,24.903772,114.1,0,2024-04-17 14:03:55,2713
4169,,,CT2-5846;2       8V2,12005846,15,0.2,121.869205,24.9037,100.9,0,2024-04-17 14:06:27,2874
4093,,,CT2-5846;2       8V2,12005846,15,0.1,121.869185,24.903663,4.0,0,2024-04-17 14:11:27,2786
3935,,,CT2-5846;2       8V2,12005846,15,0.2,121.869195,24.903723,67.1,0,2024-04-17 14:16:31,2711
3627,,,CT2-5846;2       8V2,12005846,15,0.1,121.869167,24.903665,57.9,0,2024-04-17 14:23:48,2481
3898,,,CT2-5846;2       8V2,12005846,15,0.5,121.86912,24.90362,131.2,0,2024-04-17 14:28:46,2652
4103,,,CT2-5846;2       8V2,12005846,15,1.1,121.869047,24.903693,105.9,0,2024-04-17 14:31:14,2778
3842,,,CT2-5846;2       8V2,12005846,15,0.6,121.868927,24.903875,196.8,0,2024-04-17 14:36:00,2633
4150,,,CT2-5846;2       8V2,12005846,15,0.5,121.868977,24.903665,30.8,0,2024-04-17 14:40:53,2801
4043,,,CT2-5846;2       8V2,12005846,15,0.3,121.868922,24.903655,255.2,0,2024-04-17 14:43:25,2760
4325,,,CT2-5846;2       8V2,12005846,15,0.1,121.869115,24.903677,183.8,0,2024-04-17 14:48:21,2921
3835,,,CT2-5846;2       8V2,12005846,15,0.3,121.869192,24.903713,245.1,0,2024-04-17 14:53:08,2619
4036,,,CT2-5846;2       8V2,12005846,15,0.5,121.869032,24.903662,259.4,0,2024-04-17 14:57:57,2710
3739,,,CT2-5846;2       8V2,12005846,15,0.3,121.868963,24.903658,244.6,0,2024-04-17 15:00:23,2530
3806,,,CT2-5846;2       8V2,12005846,15,0.3,121.868975,24.903683,58.4,0,2024-04-17 15:05:12,2593
3587,,,CT2-5846;2       8V2,12005846,15,0.2,121.868998,24.903687,128.7,0,2024-04-17 15:10:00,2436
3613,,,CT2-5846;2       8V2,12005846,15,0.1,121.868997,24.903687,196.6,0,2024-04-17 15:12:27,2449
3457,,,CT2-5846;2       8V1,12005846,15,0.3,121.868982,24.903687,88.9,0,2024-04-17 15:17:13,2340
3388,,,CT2-5846;2       8V2,12005846,15,0.1,121.868963,24.903672,115.0,0,2024-04-17 15:19:37,2302
3664,,,CT2-5846;2       8V2,12005846,15,0.6,121.868932,24.903655,108.3,0,2024-04-17 15:24:31,2468
3954,,,CT2-5846;2       8V2,12005846,15,0.2,121.868987,24.903667,205.3,0,2024-04-17 15:29:34,2662
3455,,,CT2-5846;2       8V2,12005846,15,0.6,121.869112,24.903642,294.5,0,2024-04-17 15:31:57,2349
3827,,,CT2-5846;2       8V2,12005846,15,0.2,121.868987,24.903557,132.0,0,2024-04-17 15:36:54,2588
3749,,,CT2-5846;2       8V2,12005846,15,0.0,121.869073,24.903673,105.9,0,2024-04-17 15:41:49,2543
3798,,,CT2-5846;2       8V2,12005846,15,0.4,121.86905,24.90368,241.2,0,2024-04-17 15:44:13,2573
3729,,,CT2-5846;2       8V2,12005846,15,0.6,121.86906,24.9037,8.2,0,2024-04-17 15:49:01,2527
3757,,,CT2-5846;2       8V1,12005846,15,0.4,121.869077,24.903693,118.7,0,2024-04-17 15:53:49,2546
3819,,,CT2-5846;2       8V2,12005846,15,0.3,121.869105,24.903787,14.3,0,2024-04-17 15:58:37,2589
3771,,,CT2-5846;2       8V1,12005846,15,0.3,121.86908,24.903712,99.4,0,2024-04-17 16:01:00,2603
3968,,,CT2-5846;2       8V2,12005846,15,0.4,121.869065,24.903753,168.4,0,2024-04-17 16:05:47,2685
3821,,,CT2-5846;2       8V2,12005846,15,0.3,121.869012,24.903712,157.3,0,2024-04-17 16:10:45,2583
3584,,,CT2-5846;2       8V2,12005846,15,0.8,121.869,24.903678,86.8,0,2024-04-17 16:15:48,2415
3709,,,CT2-5846;2       8V2,12005846,15,0.1,121.869123,24.903712,119.5,0,2024-04-17 16:18:15,2475
3542,,,CT2-5846;2       8V2,12005846,15,0.6,121.869097,24.903713,66.0,0,2024-04-17 16:20:42,2356
3444,,,CT2-5846;2       8V2,12005846,15,0.0,121.869105,24.90363,144.0,0,2024-04-17 16:27:55,2308
3438,,,CT2-5846;2       8V2,12005846,15,0.4,121.869057,24.903708,35.1,0,2024-04-17 16:30:31,2316
3563,,,CT2-5846;2       8V2,12005846,15,0.6,121.86916,24.90366,97.7,0,2024-04-17 16:35:21,2407
3765,,,CT2-5846;2       8V2,12005846,15,0.3,121.86913,24.903638,310.2,0,2024-04-17 16:37:44,2531
3657,,,CT2-5846;2       8V2,12005846,15,0.2,121.8691,24.903687,86.1,0,2024-04-17 16:42:32,2467
3461,,,CT2-5846;2       8V2,12005846,15,0.3,121.86907,24.903675,26.7,0,2024-04-17 16:45:05,2340
3939,,,CT2-5846;2       8V2,12005846,15,7.3,121.868692,24.8994,204.6,0,2024-04-17 16:50:13,2625
3447,,,CT2-5846;2       8V2,12005846,15,7.2,121.862437,24.890777,206.5,0,2024-04-17 16:55:08,2328
3505,,,CT2-5846;2       8V2,12005846,15,7.8,121.857507,24.88172,206.4,0,2024-04-17 16:59:54,2373
3659,,,CT2-5846;2       8V1,12005846,15,7.8,121.852085,24.872587,199.0,0,2024-04-17 17:04:43,2460
3457,,,CT2-5846;2       8V1,12005846,15,7.5,121.849103,24.868072,209.9,0,2024-04-17 17:07:07,2349
3705,,,CT2-5846;2       8V1,12005846,15,7.8,121.8419,24.859675,216.4,0,2024-04-17 17:11:55,2491
3593,,,CT2-5846;2       8V1,12005846,15,7.5,121.834147,24.851595,219.0,0,2024-04-17 17:16:44,2430
3705,,,CT2-5846;2       8V2,12005846,15,5.0,121.83124,24.848113,200.6,0,2024-04-17 17:19:07,2478
3383,,,CT2-5846;2       8V1,12005846,15,0.3,121.8311,24.847095,76.0,0,2024-04-17 17:23:53,2293
3430,,,CT2-5846;2       8V2,12005846,15,0.5,121.831073,24.846767,171.7,0,2024-04-17 17:28:40,2340
3479,,,CT2-5846;2       8V1,12005846,15,0.6,121.831052,24.84659,168.8,0,2024-04-17 17:31:03,2356
3452,,,CT2-5846;2       8V1,12005846,15,0.5,121.830967,24.846318,145.3,0,2024-04-17 17:35:50,2345
3548,,,CT2-5846;2       8V1,12005846,15,0.2,121.830915,24.846152,299.4,0,2024-04-17 17:40:35,2423
3709,,,CT2-5846;2       8V1,12005846,15,0.2,121.830857,24.846057,167.1,0,2024-04-17 17:42:59,2491
3823,,,CT2-5846;2       8V1,12005846,15,0.3,121.830825,24.845867,281.1,0,2024-04-17 17:47:46,2566
3380,,,CT2-5846;2       8V1,12005846,15,0.5,121.830815,24.84565,140.3,0,2024-04-17 17:52:33,2318
3618,,,CT2-5846;2       8V1,12005846,15,0.1,121.830788,24.845525,256.2,0,2024-04-17 17:57:26,2495
3707,,,CT2-5846;2       8V1,12005846,15,1.0,121.830842,24.845402,143.7,0,2024-04-17 17:59:49,2535
3722,,,CT2-5846;2       8V1,12005846,15,0.0,121.83072,24.845342,22.1,0,2024-04-17 18:04:38,2557
3571,,,CT2-5846;2       8V1,12005846,15,0.4,121.83077,24.845085,49.5,0,2024-04-17 18:09:31,2467
3548,,,CT2-5846;2       8V2,12005846,15,0.9,121.830762,24.84504,258.3,0,2024-04-17 18:11:55,2443
3607,,,CT2-5846;2       8V1,12005846,15,1.0,121.830723,24.844938,141.9,0,2024-04-17 18:16:54,2471
3663,,,CT2-5846;2       8V1,12005846,15,0.6,121.830717,24.845043,125.8,0,2024-04-17 18:21:46,2522
3660,,,CT2-5846;2       8V2,12005846,15,0.7,121.830603,24.844688,117.0,0,2024-04-17 18:24:10,2528
3542,,,CT2-5846;2       8V1,12005846,15,0.3,121.830693,24.84484,129.4,0,2024-04-17 18:28:59,2463
3557,,,CT2-5846;2       8V1,12005846,15,0.5,121.830617,24.844805,102.5,0,2024-04-17 18:31:29,2495
3554,,,CT2-5846;2       8V1,12005846,15,0.5,121.830318,24.844517,205.3,0,2024-04-17 18:36:25,2487
3560,,,CT2-5846;2       8V1,12005846,15,0.9,121.830735,24.844495,156.5,0,2024-04-17 18:41:14,2474
3557,,,CT2-5846;2       8V1,12005846,15,1.5,121.830802,24.84466,59.8,0,2024-04-17 18:46:00,2482
3519,,,CT2-5846;2       8V1,12005846,15,0.3,121.830533,24.844503,70.6,0,2024-04-17 18:50:48,2471
3470,,,CT2-5846;2       8V1,12005846,15,1.5,121.83057,24.844453,144.5,0,2024-04-17 18:53:12,2467
3692,,,CT2-5846;2       8V1,12005846,15,0.2,121.830842,24.844132,124.4,0,2024-04-17 18:58:24,2587
3968,,,CT2-5846;2       8V1,12005846,15,0.2,121.830925,24.84412,52.5,0,2024-04-17 19:00:46,2721
3773,,,CT2-5846;2       8V1,12005846,15,0.3,121.830832,24.844098,142.0,0,2024-04-17 19:05:28,2631
3602,,,CT2-5846;2       8V1,12005846,15,1.0,121.8309,24.844083,187.8,0,2024-04-17 19:10:11,2527
3518,,,CT2-5846;2       8V1,12005846,15,0.2,121.830855,24.84409,148.4,0,2024-04-17 19:14:53,2476
3675,,,CT2-5846;2       8V1,12005846,15,0.4,121.830873,24.844048,223.1,0,2024-04-17 19:17:14,2584
3496,,,CT2-5846;2       8V1,12005846,15,0.6,121.83095,24.844078,257.9,0,2024-04-17 19:21:57,2440
3387,,,CT2-5846;2       8V1,12005846,15,0.5,121.83092,24.84404,92.0,0,2024-04-17 19:24:18,2359
3747,,,CT2-5846;2       8V1,12005846,15,2.8,121.839818,24.835232,139.6,0,2024-04-17 19:33:54,2616
3654,,,CT2-5846;2       8V1,12005846,15,1.8,121.843875,24.831047,153.1,0,2024-04-17 19:38:41,2557
3579,,,CT2-5846;2       8V1,12005846,15,1.1,121.844618,24.831133,85.9,0,2024-04-17 19:41:06,2538
3847,,,CT2-5846;2       8V1,12005846,15,1.0,121.8476,24.832172,63.8,0,2024-04-17 19:48:16,2672
3820,,,CT2-5846;2       8V1,12005846,15,1.0,121.85086,24.833077,77.4,0,2024-04-17 19:55:23,2657
3653,,,CT2-5846;2       8V1,12005846,15,1.5,121.851977,24.833265,101.8,0,2024-04-17 19:57:47,2564
3698,,,CT2-5846;2       8V1,12005846,15,3.6,121.855803,24.83457,92.8,0,2024-04-17 20:07:23,2566
3768,,,CT2-5846;2       8V1,12005846,15,7.9,121.866978,24.841853,35.3,0,2024-04-17 20:14:42,2619
3854,,,CT2-5846;2       8V1,12005846,15,0.4,121.868687,24.846457,282.4,0,2024-04-17 20:24:18,2690
3620,,,CT2-5846;2       8V1,12005846,15,0.6,121.868465,24.84651,243.1,0,2024-04-17 20:26:42,2521
3678,,,CT2-5846;2       8V1,12005846,15,0.0,121.8677,24.846507,338.6,0,2024-04-17 20:31:34,2556
3769,,,CT2-5846;2       8V1,12005846,15,1.1,121.867355,24.8465,285.4,0,2024-04-17 20:33:57,2628
3820,,,CT2-5846;2       8V1,12005846,15,1.3,121.866592,24.84637,300.5,0,2024-04-17 20:38:47,2658
3945,,,CT2-5846;2       8V1,12005846,15,0.6,121.865685,24.84623,263.8,0,2024-04-17 20:43:37,2750
4148,,,CT2-5846;2       8V1,12005846,15,0.6,121.865357,24.846238,334.8,0,2024-04-17 20:46:08,2843
3724,,,CT2-5846;2       8V1,12005846,15,0.4,121.864562,24.846498,340.3,0,2024-04-17 20:50:56,2604
3586,,,CT2-5846;2       8V1,12005846,15,7.9,121.871867,24.901547,346.8,0,2024-04-17 21:20:08,2540
3714,,,CT2-5846;2       8V1,12005846,15,0.2,121.869038,24.90379,301.2,0,2024-04-17 21:32:36,2618
3981,,,CT2-5846;2       8V1,12005846,15,0.5,121.868763,24.904053,106.1,0,2024-04-17 21:37:35,2751
3804,,,CT2-5846;2       8V1,12005846,15,0.7,121.868827,24.90332,194.2,0,2024-04-17 21:52:51,2642
4100,,,CT2-5846;2       8V0,12005846,15,0.3,121.869075,24.903733,346.7,0,2024-04-17 21:57:35,2812
3810,,,CT2-5846;2       8V1,12005846,15,0.3,121.868993,24.9038,350.2,0,2024-04-17 22:09:36,2646
3740,,,CT2-5846;2       8V1,12005846,15,0.8,121.869058,24.903793,156.0,0,2024-04-17 22:16:47,2600
3888,,,CT2-5846;2       8V0,12005846,15,0.3,121.869063,24.903823,206.1,0,2024-04-17 22:19:12,2649
3082,,,CT2-5846;2       8V0,12005846,15,0.7,121.868958,24.90375,281.2,0,2024-04-17 22:28:42,2016
3285,,,CT2-5846;2       8V0,12005846,15,1.3,121.868935,24.903867,175.3,0,2024-04-17 22:41:01,2206
3635,,,CT2-5846;2       8V1,12005846,15,0.2,121.868955,24.903685,231.5,0,2024-04-17 23:20:24,2476
3678,,,CT2-5846;2       8V0,12005846,15,0.6,121.869083,24.903663,125.5,0,2024-04-18 00:24:29,2498
3451,,,CT2-5846;2       8V0,12005846,15,0.3,121.86905,24.903677,330.1,0,2024-04-18 00:29:15,2365
3292,,,CT2-5846;2       8V0,12005846,15,0.3,121.869078,24.903638,104.8,0,2024-04-18 00:31:41,2258
3528,,,CT2-5846;2       8V0,12005846,15,0.3,121.869052,24.903642,191.1,0,2024-04-18 00:43:47,2451
3803,,,CT2-5846;2       8V0,12005846,15,0.5,121.86893,24.90361,61.5,0,2024-04-18 01:52:41,2638
3983,,,CT2-5846;2       8V0,12005846,15,0.4,121.869085,24.903673,282.0,0,2024-04-18 01:58:05,2776
3643,,,CT2-5846;2       8V0,12005846,15,0.8,121.869072,24.903695,334.6,0,2024-04-18 02:00:36,2564
3544,,,CT2-5846;2       8V0,12005846,15,0.2,121.869107,24.903652,149.1,0,2024-04-18 02:08:07,2471
3697,,,CT2-5846;2       8V0,12005846,15,0.3,121.868775,24.903728,233.5,0,2024-04-18 02:20:17,2543
3824,,,CT2-5846;2       8V0,12005846,15,0.2,121.869037,24.903673,232.0,0,2024-04-18 02:32:12,2655
3703,,,CT2-5846;2       8V0,12005846,15,0.0,121.869032,24.90366,56.3,0,2024-04-18 02:37:00,2558
3911,,,CT2-5846;2       8V0,12005846,15,0.2,121.868957,24.903798,167.0,0,2024-04-18 03:03:32,2683
3753,,,CT2-5846;2       8V0,12005846,15,0.7,121.869107,24.90371,4.6,0,2024-04-18 03:05:54,2607
3985,,,CT2-5846;2       8V0,12005846,15,0.2,121.86903,24.90368,248.0,0,2024-04-18 03:15:29,2772
3711,,,CT2-5846;2       8V0,12005846,15,0.2,121.868722,24.90348,251.0,0,2024-04-18 03:32:44,2533
3536,,,CT2-5846;2       8V0,12005846,15,0.6,121.86898,24.90369,50.3,0,2024-04-18 03:42:54,2475
3722,,,CT2-5846;2       8V0,12005846,15,0.5,121.869037,24.903718,220.4,0,2024-04-18 03:53:06,2609
3997,,,CT2-5846;2       8V0,12005846,15,1.4,121.868928,24.903548,185.7,0,2024-04-18 04:05:48,2819
3814,,,CT2-5846;2       8V0,12005846,15,0.1,121.869218,24.904375,283.3,0,2024-04-18 04:23:24,2686
3732,,,CT2-5846;2       8V0,12005846,15,0.4,121.869033,24.903555,206.4,0,2024-04-18 06:08:28,2603
3766,,,CT2-5846;2       8V0,12005846,15,0.3,121.869142,24.903733,229.7,0,2024-04-18 07:04:01,2598
3685,,,CT2-5846;2       8V0,12005846,15,0.6,121.869247,24.903568,344.9,0,2024-04-18 07:42:53,2449
3439,,,CT2-5846;2       8V0,12005846,15,0.5,121.869167,24.903645,228.9,0,2024-04-18 07:50:10,2335
3518,,,CT2-5846;2       8V0,12005846,15,0.2,121.869148,24.903815,75.8,0,2024-04-18 07:52:32,2438
4031,,,CT2-5846;2       8V0,12005846,15,0.0,121.869252,24.90386,49.9,0,2024-04-18 07:55:02,2742
4087,,,CT2-5846;2       8V0,12005846,15,0.4,121.869193,24.903673,31.9,0,2024-04-18 08:02:12,2760
3945,,,CT2-5846;2       8V0,12005846,15,0.2,121.86915,24.903782,278.0,0,2024-04-18 08:06:59,2677
3666,,,CT2-5846;2       7V9,12005846,15,0.5,121.86918,24.903457,74.8,0,2024-04-18 08:18:59,2526
3874,,,CT2-5846;2       7V9,12005846,15,0.5,121.869155,24.903475,1.8,0,2024-04-18 08:31:03,2615
3921,,,CT2-5846;2       7V9,12005846,15,0.6,121.86921,24.903482,343.8,0,2024-04-18 08:35:53,2643
3661,,,CT2-5846;2       7V9,12005846,15,0.2,121.869198,24.903602,117.8,0,2024-04-18 08:40:41,2491
4138,,,CT2-5846;2       7V9,12005846,15,0.4,121.869168,24.903518,260.7,0,2024-04-18 08:43:08,2774
4040,,,CT2-5846;2       7V9,12005846,15,0.9,121.869367,24.90341,160.1,0,2024-04-18 08:45:31,2707
4102,,,CT2-5846;2       7V9,12005846,15,0.3,121.869087,24.903552,65.8,0,2024-04-18 08:52:44,2739
3839,,,CT2-5846;2       7V9,12005846,15,1.1,121.869138,24.90346,98.9,0,2024-04-18 08:57:35,2539
3851,,,CT2-5846;2       7V9,12005846,15,0.5,121.869128,24.903503,344.2,0,2024-04-18 09:04:54,2547
3860,,,CT2-5846;2       7V9,12005846,15,0.6,121.869612,24.903528,122.2,0,2024-04-18 09:12:08,2547
3626,,,CT2-5846;2       7V9,12005846,15,0.2,121.869338,24.903472,71.5,0,2024-04-18 09:19:21,2380
4082,,,CT2-5846;2       7V9,12005846,15,0.4,121.869313,24.903475,67.2,0,2024-04-18 09:29:00,2700
3937,,,CT2-5846;2       7V9,12005846,15,0.4,121.869338,24.90337,20.0,0,2024-04-18 09:36:16,2605
3897,,,CT2-5846;2       7V9,12005846,15,0.3,121.869405,24.903365,99.8,0,2024-04-18 09:41:06,2533
3320,,,CT2-5846;2       7V9,12005846,15,0.2,121.869582,24.903445,145.9,0,2024-04-18 09:43:31,2168
3504,,,CT2-5846;2       7V9,12005846,15,0.3,121.869422,24.90338,43.6,0,2024-04-18 09:48:22,2302
4201,,,CT2-5846;2       7V9,12005846,15,0.4,121.869513,24.903635,343.3,0,2024-04-18 10:02:54,2699
3810,,,CT2-5846;2       7V9,12005846,15,1.1,121.869605,24.903528,132.1,0,2024-04-18 10:10:07,2486
3651,,,CT2-5846;2       7V9,12005846,15,0.4,121.869815,24.903197,165.1,0,2024-04-18 10:17:21,2402
3532,,,CT2-5846;2       7V9,12005846,15,0.5,121.869533,24.903275,342.9,0,2024-04-18 10:22:16,2327
3503,,,CT2-5846;2       7V9,12005846,15,0.3,121.869483,24.903463,273.8,0,2024-04-18 10:29:30,2261
3286,,,CT2-5846;2       7V9,12005846,15,0.7,121.869568,24.903375,251.0,0,2024-04-18 10:31:54,2125
3455,,,CT2-5846;2       7V9,12005846,15,0.3,121.869478,24.903417,174.9,0,2024-04-18 10:36:45,2249
3517,,,CT2-5846;2       7V9,12005846,15,0.4,121.86923,24.903723,115.8,0,2024-04-18 10:41:55,2291
3597,,,CT2-5846;2       7V9,12005846,15,0.3,121.869312,24.903683,302.4,0,2024-04-18 10:46:44,2340
3792,,,CT2-5846;2       7V9,12005846,15,0.5,121.869442,24.903328,350.8,0,2024-04-18 10:54:03,2448
3813,,,CT2-5846;2       7V9,12005846,15,0.4,121.869208,24.903723,300.0,0,2024-04-18 10:58:54,2439
3580,,,CT2-5846;2       7V9,12005846,15,0.3,121.869192,24.903588,169.8,0,2024-04-18 11:03:41,2318
3696,,,CT2-5846;2       7V9,12005846,15,0.9,121.868832,24.904103,197.1,0,2024-04-18 11:06:05,2388
3526,,,CT2-5846;2       7V9,12005846,15,1.0,121.869042,24.903677,147.9,0,2024-04-18 11:13:48,2289
3915,,,CT2-5846;2       7V9,12005846,15,0.5,121.869003,24.903978,191.6,0,2024-04-18 11:18:33,2520
3527,,,CT2-5846;2       7V9,12005846,15,0.3,121.869107,24.903843,248.2,0,2024-04-18 11:20:56,2284
3512,,,CT2-5846;2       7V9,12005846,15,0.5,121.869087,24.903748,114.3,0,2024-04-18 11:40:09,2236
3408,,,CT2-5846;2       7V9,12005846,15,0.4,121.869135,24.903733,51.3,0,2024-04-18 11:42:36,2196
3445,,,CT2-5846;2       7V9,12005846,15,0.1,121.869103,24.903718,99.2,0,2024-04-18 11:52:13,2204
3832,,,CT2-5846;2       7V9,12005846,15,0.2,121.8692,24.903608,150.7,0,2024-04-18 12:11:26,2405
3658,,,CT2-5846;2       7V9,12005846,15,0.1,121.869108,24.903632,112.5,0,2024-04-18 12:16:11,2290
3453,,,CT2-5846;2       7V9,12005846,15,0.6,121.869095,24.90365,5.9,0,2024-04-18 12:23:25,2215
