fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
2912,,,994166214         4 ,994166214,15,0.6,121.919322,25.192508,78.0,30,2024-04-18 03:57:24,2072
2910,,,994166214         4 ,994166214,15,0.3,121.919955,25.192678,30.4,30,2024-04-18 04:01:23,2075
2753,,,994166214         3 ,994166214,15,0.7,121.920755,25.19291,9.5,30,2024-04-18 04:05:49,1961
2875,,,994166214         3 ,994166214,15,1.2,121.92061,25.193687,18.8,30,2024-04-18 04:10:09,2065
3033,,,994166214         3 ,994166214,15,0.7,121.919987,25.194273,320.2,30,2024-04-18 04:14:27,2155
2859,,,994166214         3 ,994166214,15,2.0,121.9193,25.194832,41.1,30,2024-04-18 04:18:48,2030
2883,,,994166214         4 ,994166214,15,0.6,121.918788,25.195297,234.6,30,2024-04-18 04:22:03,2051
2875,,,994166214         4 ,994166214,15,0.9,121.918397,25.195913,17.9,30,2024-04-18 04:26:23,2055
2811,,,994166214         4 ,994166214,15,0.8,121.918262,25.196302,89.0,30,2024-04-18 04:29:37,2021
2851,,,994166214         4 ,994166214,15,0.9,121.918275,25.196607,136.3,30,2024-04-18 04:33:57,2052
2809,,,994166214         4 ,994166214,15,0.8,121.918317,25.196708,185.8,30,2024-04-18 04:38:17,2004
2813,,,994166214         3 ,994166214,15,0.5,121.918343,25.196772,144.0,30,2024-04-18 04:42:35,1990
2950,,,994166214         3 ,994166214,15,0.8,121.918355,25.19678,336.1,30,2024-04-18 04:46:54,2072
2743,,,994166214         3 ,994166214,15,1.6,121.918333,25.196783,139.2,30,2024-04-18 04:50:09,1936
2630,,,994166214         3 ,994166214,15,0.8,121.91833,25.196777,247.8,30,2024-04-18 04:54:30,1894
2910,,,994166214         4 ,994166214,15,0.4,121.918287,25.19673,267.9,30,2024-04-18 04:59:55,2090
2784,,,994166214         4 ,994166214,15,0.5,121.918303,25.196758,329.7,30,2024-04-18 05:03:09,1992
3024,,,994166214         3 ,994166214,15,0.5,121.918327,25.19675,332.0,30,2024-04-18 05:07:30,2173
2826,,,994166214         4 ,994166214,15,0.2,121.918353,25.196733,30.4,30,2024-04-18 05:11:52,2054
2937,,,994166214         3 ,994166214,15,0.5,121.918307,25.196758,13.1,30,2024-04-18 05:16:12,2109
2951,,,994166214         4 ,994166214,15,0.9,121.918307,25.196748,17.3,30,2024-04-18 05:19:27,2109
2691,,,994166214         3 ,994166214,15,0.2,121.918447,25.19666,30.4,30,2024-04-18 05:23:48,1931
2816,,,994166214         4 ,994166214,15,0.7,121.918475,25.196633,177.2,30,2024-04-18 05:27:02,2017
3018,,,994166214         4 ,994166214,15,0.9,121.918493,25.196572,162.1,30,2024-04-18 05:31:23,2159
3016,,,994166214         4 ,994166214,15,0.7,121.91844,25.196485,308.7,30,2024-04-18 05:36:49,2163
2793,,,994166214         4 ,994166214,15,1.2,121.918358,25.196452,190.6,30,2024-04-18 05:40:04,2016
2815,,,994166214         3 ,994166214,15,1.1,121.918368,25.196362,210.7,30,2024-04-18 05:44:23,2019
2633,,,994166214         4 ,994166214,15,1.0,121.918395,25.196322,53.5,30,2024-04-18 05:47:37,1869
2822,,,994166214         4 ,994166214,15,0.4,121.918367,25.196285,351.7,30,2024-04-18 05:51:57,1977
2823,,,994166214         4 ,994166214,15,0.2,121.918348,25.196212,30.4,30,2024-04-18 05:56:19,1978
2725,,,994166214         3 ,994166214,15,0.6,121.918303,25.196218,30.4,30,2024-04-18 06:00:41,1932
3020,,,994166214         4 ,994166214,15,0.8,121.918338,25.19619,279.2,30,2024-04-18 06:05:01,2139
2764,,,994166214         3 ,994166214,15,0.4,121.918348,25.196218,30.4,30,2024-04-18 06:08:18,1956
2870,,,994166214         3 ,994166214,15,0.6,121.918268,25.196022,328.2,30,2024-04-18 06:12:43,2034
2692,,,994166214         3 ,994166214,15,0.7,121.91821,25.195897,30.4,30,2024-04-18 06:16:01,1915
2614,,,994166214         4 ,994166214,15,0.5,121.91813,25.195783,30.4,30,2024-04-18 06:20:25,1841
2602,,,994166214         4 ,994166214,15,0.8,121.91807,25.195725,30.4,30,2024-04-18 06:24:49,1824
2762,,,994166214         4 ,994166214,15,0.2,121.918065,25.195632,30.4,30,2024-04-18 06:28:09,1927
2768,,,994166214         4 ,994166214,15,1.6,121.91803,25.195452,212.1,30,2024-04-18 06:32:35,1937
2880,,,994166214         3 ,994166214,15,0.8,121.918087,25.19533,30.4,30,2024-04-18 06:37:00,2050
2889,,,994166214         4 ,994166214,15,0.2,121.91814,25.195157,30.4,30,2024-04-18 06:41:23,2041
3020,,,994166214         4 ,994166214,15,0.7,121.918268,25.195042,30.4,30,2024-04-18 06:45:49,2122
2958,,,994166214         3 ,994166214,15,1.5,121.918387,25.194922,240.4,30,2024-04-18 06:49:08,2086
2752,,,994166214         4 ,994166214,15,0.4,121.91853,25.194798,30.4,30,2024-04-18 06:53:34,1925
2896,,,994166214         3 ,994166214,15,1.7,121.918637,25.194617,67.3,30,2024-04-18 06:57:58,2039
2852,,,994166214         3 ,994166214,15,1.0,121.918823,25.194495,240.4,30,2024-04-18 07:02:22,2001
2825,,,994166214         4 ,994166214,15,1.7,121.918953,25.194347,262.9,30,2024-04-18 07:06:46,1959
2759,,,994166214         4 ,994166214,15,1.2,121.919063,25.194298,30.4,30,2024-04-18 07:09:00,1928
2958,,,994166214         4 ,994166214,15,1.4,121.919312,25.194182,30.4,30,2024-04-18 07:14:32,2068
3192,,,994166214         4 ,994166214,15,1.4,121.919525,25.19414,30.4,30,2024-04-18 07:18:57,2220
2980,,,994166214         3 ,994166214,15,0.8,121.919728,25.194127,30.4,30,2024-04-18 07:22:15,2080
3075,,,994166214         4 ,994166214,15,2.1,121.919977,25.194123,232.1,30,2024-04-18 07:26:43,2149
2814,,,994166214         4 ,994166214,15,4.4,121.920188,25.194155,108.8,30,2024-04-18 07:30:02,1970
2918,,,994166214         3 ,994166214,15,0.7,121.920343,25.194167,30.4,30,2024-04-18 07:34:26,2028
2691,,,994166214         3 ,994166214,15,1.0,121.920558,25.19422,30.4,30,2024-04-18 07:38:51,1819
2823,,,994166214         4 ,994166214,15,0.6,121.92064,25.194265,30.4,30,2024-04-18 07:42:09,1899
2544,,,994166214         4 ,994166214,15,1.4,121.920702,25.1943,30.4,30,2024-04-18 07:45:31,1732
2603,,,994166214         4 ,994166214,15,0.9,121.920847,25.194355,30.4,30,2024-04-18 07:49:57,1782
3059,,,994166214         3 ,994166214,15,1.8,121.920955,25.19441,18.8,30,2024-04-18 07:54:24,2106
2730,,,994166214         4 ,994166214,15,1.3,121.920977,25.19443,261.2,30,2024-04-18 07:57:43,1894
2845,,,994166214         3 ,994166214,15,0.2,121.920982,25.19449,200.0,30,2024-04-18 08:03:15,1953
2849,,,994166214         3 ,994166214,15,2.1,121.921027,25.19452,133.0,30,2024-04-18 08:07:35,1946
2777,,,994166214         4 ,994166214,15,1.2,121.921097,25.194605,321.3,30,2024-04-18 08:11:57,1912
2850,,,994166214         4 ,994166214,15,0.4,121.921147,25.194635,200.0,30,2024-04-18 08:15:14,1955
3072,,,994166214         4 ,994166214,15,0.6,121.921178,25.19467,234.1,30,2024-04-18 08:19:33,2134
2724,,,994166214         3 ,994166214,15,0.8,121.921175,25.194668,183.7,30,2024-04-18 08:23:55,1880
2991,,,994166214         3 ,994166214,15,1.2,121.92118,25.194655,355.4,30,2024-04-18 08:27:11,2036
2793,,,994166214         4 ,994166214,15,1.1,121.921187,25.19467,208.0,30,2024-04-18 08:31:31,1904
2778,,,994166214         4 ,994166214,15,0.8,121.921232,25.1947,261.1,30,2024-04-18 08:37:00,1908
2775,,,994166214         4 ,994166214,15,0.4,121.921263,25.194737,200.0,30,2024-04-18 08:40:17,1896
2675,,,994166214         3 ,994166214,15,1.9,121.921288,25.194757,238.5,30,2024-04-18 08:44:40,1828
2930,,,994166214         4 ,994166214,15,1.9,121.921312,25.194792,42.9,30,2024-04-18 08:48:00,1999
2741,,,994166214         3 ,994166214,15,1.8,121.921322,25.19479,250.8,30,2024-04-18 08:52:23,1871
2891,,,994166214         4 ,994166214,15,0.3,121.92138,25.19488,200.0,30,2024-04-18 08:56:47,1961
2629,,,994166214         4 ,994166214,15,0.9,121.921358,25.194872,200.0,30,2024-04-18 08:58:59,1787
2836,,,994166214         4 ,994166214,15,2.2,121.922205,25.194372,170.9,30,2024-04-18 09:04:40,1902
2706,,,994166214         4 ,994166214,15,1.2,121.922665,25.194087,93.3,30,2024-04-18 09:06:56,1812
2736,,,994166214         4 ,994166214,15,2.7,121.922448,25.192692,108.5,30,2024-04-18 09:12:57,1841
3120,,,994166214         4 ,994166214,15,0.3,122.052207,25.048838,129.1,30,2024-04-19 04:42:07,2069
2950,,,994166214         4 ,994166214,15,1.7,122.052252,25.048695,245.5,30,2024-04-19 04:46:03,1972
2862,,,994166214         4 ,994166214,15,1.3,122.052337,25.04872,77.2,30,2024-04-19 04:50:23,1898
2950,,,994166214         3 ,994166214,15,0.7,122.052397,25.04935,52.5,30,2024-04-19 04:54:44,1977
2627,,,994166214         3 ,994166214,15,0.1,122.052292,25.049918,200.0,30,2024-04-19 04:57:59,1764
2813,,,994166214         4 ,994166214,15,0.8,122.052138,25.050747,122.6,30,2024-04-19 05:02:15,1909
2735,,,994166214         4 ,994166214,15,1.0,122.05204,25.051077,37.7,30,2024-04-19 05:05:32,1845
2771,,,994166214         3 ,994166214,15,1.4,122.052038,25.051307,91.5,30,2024-04-19 05:09:56,1862
2812,,,994166214         3 ,994166214,15,0.2,122.052107,25.051387,200.0,30,2024-04-19 05:14:15,1907
2793,,,994166214         4 ,994166214,15,0.6,122.052108,25.051372,271.0,30,2024-04-19 05:18:35,1872
2561,,,994166214         4 ,994166214,15,1.0,122.052142,25.051353,251.9,30,2024-04-19 05:22:56,1767
2874,,,994166214         4 ,994166214,15,0.7,122.052208,25.051388,8.8,30,2024-04-19 05:26:07,1928
2880,,,994166214         3 ,994166214,15,0.8,122.05222,25.051427,197.7,30,2024-04-19 05:31:36,1958
2783,,,994166214         3 ,994166214,15,1.0,122.052235,25.051407,31.7,30,2024-04-19 05:35:53,1884
3174,,,994166214         3 ,994166214,15,0.7,122.052258,25.051408,14.6,30,2024-04-19 05:39:10,2158
3064,,,994166214         4 ,994166214,15,1.3,122.052222,25.051422,210.4,30,2024-04-19 05:43:30,2092
2814,,,994166214         3 ,994166214,15,0.7,122.052222,25.0514,132.6,30,2024-04-19 05:47:46,1933
2971,,,994166214         4 ,994166214,15,2.0,122.052248,25.051438,167.9,30,2024-04-19 05:51:00,2056
2897,,,994166214         3 ,994166214,15,1.2,122.052318,25.051483,340.0,30,2024-04-19 05:55:21,1981
3011,,,994166214         3 ,994166214,15,1.6,122.052383,25.051493,20.2,30,2024-04-19 05:59:41,2047
2866,,,994166214         3 ,994166214,15,0.2,122.052352,25.051467,200.0,30,2024-04-19 06:02:55,1977
3240,,,994166214         4 ,994166214,15,1.3,122.052348,25.051457,198.8,30,2024-04-19 06:07:13,2231
2788,,,994166214         4 ,994166214,15,2.4,122.05234,25.051437,200.0,30,2024-04-19 06:11:37,1936
2943,,,994166214         4 ,994166214,15,1.3,122.052343,25.051468,28.6,30,2024-04-19 06:15:58,2020
2909,,,994166214         4 ,994166214,15,2.9,122.05237,25.05146,194.5,30,2024-04-19 06:19:13,1994
3116,,,994166214         3 ,994166214,15,0.4,122.052408,25.051462,40.2,30,2024-04-19 06:23:35,2138
3247,,,994166214         3 ,994166214,15,0.8,122.052408,25.051467,161.8,30,2024-04-19 06:27:56,2236
2965,,,994166214         3 ,994166214,15,1.9,122.052392,25.051515,43.7,30,2024-04-19 06:32:17,2037
2867,,,994166214         3 ,994166214,15,0.6,122.052427,25.051518,312.5,30,2024-04-19 06:36:37,1980
2793,,,994166214         3 ,994166214,15,0.8,122.052405,25.05154,174.9,30,2024-04-19 06:40:55,1932
2863,,,994166214         4 ,994166214,15,1.4,122.052365,25.051547,200.2,30,2024-04-19 06:44:12,1969
2803,,,994166214         3 ,994166214,15,0.8,122.052375,25.051537,148.9,30,2024-04-19 06:48:33,1926
2780,,,994166214         3 ,994166214,15,1.5,122.052392,25.051538,22.1,30,2024-04-19 06:52:52,1920
2783,,,994166214         3 ,994166214,15,1.1,122.052392,25.051592,1.2,30,2024-04-19 06:56:12,1910
2939,,,994166214         3 ,994166214,15,0.8,122.052433,25.051678,145.8,30,2024-04-19 07:00:33,2042
2979,,,994166214         3 ,994166214,15,0.9,122.052592,25.051713,194.4,30,2024-04-19 07:04:51,2086
2877,,,994166214         4 ,994166214,15,1.3,122.052487,25.051778,267.2,30,2024-04-19 07:08:08,2014
2857,,,994166214         3 ,994166214,15,1.3,122.052113,25.052758,352.4,30,2024-04-19 07:12:32,1990
2873,,,994166214         3 ,994166214,15,6.4,122.051143,25.05175,168.9,30,2024-04-19 07:17:57,1988
