fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
1710,,,"B""OHE9-UUUW9HX2;;",200017152,15,6.7,120.231228,22.610913,247.8,0,2024-04-21 16:40:42,1224
