fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
7091,,,G>Y;2OP98 ;?;,417048577,15,0.0,121.857803,24.597147,352.0,0,2024-04-20 15:12:27,4819
