fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
4348,,,FD#*JI2 ;`-[?-[M;,412173181,15,2.4,121.861733,24.595445,359.2,0,2024-04-18 22:57:42,2642
