fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
5166,,,,994827918,15,7.0,119.885813,23.341962,9.0,0,2024-04-18 11:42:34,3210
4837,,,,994827918,15,6.5,119.885953,23.352173,9.0,0,2024-04-18 11:47:45,2990
5228,,,,994827918,15,6.8,119.88586,23.360403,9.0,0,2024-04-18 11:52:09,3245
5121,,,,994827918,15,0.6,119.88568,23.367143,309.0,0,2024-04-18 11:56:34,3188
5388,,,,994827918,15,0.8,119.885307,23.367402,19.0,0,2024-04-18 12:00:59,3352
5447,,,,994827918,15,0.3,119.885133,23.367577,9.0,0,2024-04-18 12:03:10,3394
5225,,,,994827918,15,0.2,119.884973,23.367963,9.0,0,2024-04-18 12:07:35,3246
4958,,,,994827918,15,0.2,119.88486,23.368332,9.0,0,2024-04-18 12:12:02,3077
5193,,,,994827918,15,0.8,119.88482,23.368768,29.0,0,2024-04-18 12:16:27,3188
4914,,,,994827918,15,1.7,119.884727,23.369247,329.0,0,2024-04-18 12:20:51,3041
4774,,,,994827918,15,0.1,119.88472,23.369468,9.0,0,2024-04-18 12:23:06,2989
5109,,,,994827918,15,1.7,119.88464,23.37027,279.0,0,2024-04-18 12:29:43,3168
4946,,,,994827918,15,1.2,119.88456,23.370568,349.0,0,2024-04-18 12:31:56,3062
5195,,,,994827918,15,0.7,119.8844,23.3711,299.0,0,2024-04-18 12:36:22,3205
4885,,,,994827918,15,0.7,119.884173,23.371695,359.0,0,2024-04-18 12:40:46,2997
5215,,,,994827918,15,1.9,119.88396,23.372438,9.0,0,2024-04-18 12:45:12,3234
4836,,,,994827918,15,0.5,119.883833,23.37318,9.0,0,2024-04-18 12:49:38,3027
4899,,,,994827918,15,0.7,119.883753,23.373563,359.0,0,2024-04-18 12:51:49,3047
4914,,,,994827918,15,1.5,119.88362,23.374443,19.0,0,2024-04-18 12:56:14,3025
4962,,,,994827918,15,1.7,119.88334,23.375723,349.0,0,2024-04-18 13:02:52,3067
4992,,,,994827918,15,1.6,119.883333,23.376208,19.0,0,2024-04-18 13:05:05,3085
5037,,,,994827918,15,0.6,119.88318,23.37719,9.0,0,2024-04-18 13:09:34,3126
4985,,,,994827918,15,2.0,119.882967,23.378203,359.0,0,2024-04-18 13:14:02,3092
5065,,,,994827918,15,0.9,119.882727,23.37924,49.0,0,2024-04-18 13:18:28,3158
4894,,,,994827918,15,0.3,119.8826,23.380305,9.0,0,2024-04-18 13:22:53,3033
