fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
3544,,,ZHEYUYUYUN10719,412061838,15,8.6,122.896583,26.525933,92.1,30,2024-04-16 00:00:43,2509
3760,,,ZHEYUYUYUN10719,412061838,15,8.7,122.904393,26.52666,82.0,30,2024-04-16 00:03:35,2631
3657,,,ZHEYUYUYUN10719,412061838,15,9.0,122.929167,26.529017,87.0,30,2024-04-16 00:12:34,2562
3789,,,ZHEYUYUYUN10719,412061838,15,9.3,121.233185,26.986565,243.1,30,2024-04-17 20:19:30,2653
3556,,,ZHEYUYUYUN10719,412061838,15,9.6,121.227728,26.983795,236.2,30,2024-04-17 20:21:35,2518
3344,,,ZHEYUYUYUN10719,412061838,15,9.6,121.202085,26.971198,248.0,30,2024-04-17 20:31:22,2350
3809,,,ZHEYUYUYUN10719,412061838,15,9.7,121.169673,26.953107,240.2,30,2024-04-17 20:44:07,2674
3793,,,ZHEYUYUYUN10719,412061838,15,9.1,121.106613,26.920905,236.8,30,2024-04-17 21:09:03,2657
3863,,61838.0,,412061838,15,9.1,120.98189,26.856357,235.5,30,2024-04-17 22:00:59,2684
4024,,61838.0,,412061838,15,9.2,120.959967,26.846293,238.7,30,2024-04-17 22:09:36,2751
3625,,61838.0,,412061838,15,10.1,120.744105,26.731915,237.5,30,2024-04-17 23:32:35,2528
3734,,,MINLIANYUYUN61479,412061838,15,10.1,120.734528,26.727002,240.6,30,2024-04-17 23:36:08,2611
3176,,,MINLIANYUYUN61479,412061838,15,10.7,120.554683,26.632783,242.9,30,2024-04-18 00:41:08,2217
3228,,,MINLIANYUYUN61479,412061838,15,10.9,120.543633,26.627617,243.5,30,2024-04-18 00:44:51,2264
3549,,,MINLIANYUYUN61479,412061838,15,10.8,120.528697,26.620557,241.3,30,2024-04-18 00:49:54,2466
3338,,,MINLIANYUYUN61479,412061838,15,10.6,120.513593,26.613648,249.1,30,2024-04-18 00:54:58,2341
3506,,,MINLIANYUYUN61479,412061838,15,10.5,120.50385,26.609383,246.5,30,2024-04-18 00:58:15,2441
