fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
3284,,,MINPUYU51899-1-95%  ,415189901,15,0.1,120.98866,26.505793,286.0,0,2024-04-25 07:23:28,2184
3084,,,MINPUYU51899-1-94%  ,415189901,15,0.1,120.979348,26.50456,276.0,0,2024-04-25 08:57:49,2044
2782,,,MINPUYU51899-1-94%  ,415189901,15,0.1,120.978933,26.504402,277.0,0,2024-04-25 09:05:04,1845
2748,,,MINPUYU51899-1-94%  ,415189901,15,0.0,120.978047,26.503307,322.0,0,2024-04-25 09:49:20,1760
2999,,,MINPUYU51899-1-94%  ,415189901,15,0.1,120.980853,26.502463,26.0,0,2024-04-25 11:19:52,1959
3206,,,MINPUYU51899-1-94%  ,415189901,15,0.1,120.982165,26.50216,153.0,0,2024-04-25 11:51:28,2132
2978,,,MINPUYU51899-1-94%  ,415189901,15,0.0,120.982197,26.502227,36.0,0,2024-04-25 11:53:55,1959
2902,,,MINPUYU51899-1-94%  ,415189901,15,0.0,120.982378,26.502178,20.0,0,2024-04-25 11:58:46,1923
2741,,,MINPUYU51899-1-94%  ,415189901,15,0.0,120.982762,26.502175,82.0,0,2024-04-25 12:08:32,1793
2749,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.982943,26.50204,121.0,0,2024-04-25 12:10:59,1799
2790,,,MINPUYU51899-1-94%  ,415189901,15,0.2,120.98401,26.501903,116.0,0,2024-04-25 12:27:53,1851
2859,,,MINPUYU51899-1-94%  ,415189901,15,0.2,120.984287,26.501748,120.0,0,2024-04-25 12:30:13,1879
2858,,,MINPUYU51899-1-93%  ,415189901,15,0.3,120.986153,26.50136,119.0,0,2024-04-25 12:49:37,1903
2485,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.986922,26.501335,75.0,0,2024-04-25 12:56:50,1629
2710,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.989535,26.501053,88.0,0,2024-04-25 13:18:30,1771
2655,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.989867,26.501085,80.0,0,2024-04-25 13:20:51,1735
2789,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.990282,26.500997,147.0,0,2024-04-25 13:25:38,1827
2839,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.99024,26.50102,31.0,0,2024-04-25 13:28:04,1880
2571,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.99024,26.50097,180.0,0,2024-04-25 13:32:49,1675
2751,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.990228,26.500922,163.0,0,2024-04-25 13:37:34,1778
2451,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.991018,26.50101,72.0,0,2024-04-25 13:47:02,1581
2692,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.991285,26.500997,98.0,0,2024-04-25 13:49:25,1753
2647,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.992138,26.501013,93.0,0,2024-04-25 13:59:00,1744
2696,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.992383,26.500983,100.0,0,2024-04-25 14:01:41,1796
2775,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.992842,26.501007,84.0,0,2024-04-25 14:06:58,1845
3121,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.994037,26.501117,70.0,0,2024-04-25 14:19:32,2098
2742,,,MINPUYU51899-1-93%  ,415189901,15,0.3,120.994367,26.501103,91.0,0,2024-04-25 14:21:55,1833
2687,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.995125,26.501125,91.0,0,2024-04-25 14:29:14,1779
2806,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.995317,26.501152,77.0,0,2024-04-25 14:31:38,1869
3101,,,MINPUYU51899-1-93%  ,415189901,15,0.2,120.99569,26.501207,85.0,0,2024-04-25 14:36:28,2107
2945,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.996138,26.501242,77.0,0,2024-04-25 14:41:15,1972
2788,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.99632,26.501268,87.0,0,2024-04-25 14:43:37,1853
2798,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.996512,26.501263,90.0,0,2024-04-25 14:46:03,1881
2803,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.997792,26.501437,79.0,0,2024-04-25 15:00:22,1880
2935,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.998218,26.501525,81.0,0,2024-04-25 15:05:15,1953
2959,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.998313,26.501562,46.0,0,2024-04-25 15:07:44,1963
3104,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.999285,26.501813,74.0,0,2024-04-25 15:20:08,2032
2548,,,MINPUYU51899-1-93%  ,415189901,15,0.3,120.999647,26.501962,67.0,0,2024-04-25 15:24:56,1661
3063,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.999712,26.501967,86.0,0,2024-04-25 15:27:24,2023
2896,,,MINPUYU51899-1-93%  ,415189901,15,0.0,121.000233,26.502197,180.0,0,2024-04-25 15:34:32,1927
3361,,,MINPUYU51899-1-93%  ,415189901,15,0.0,121.000255,26.502333,0.0,0,2024-04-25 15:48:45,2240
2987,,,MINPUYU51899-1-93%  ,415189901,15,0.0,121.000192,26.502357,254.0,0,2024-04-25 15:53:29,1981
3095,,,MINPUYU51899-1-93%  ,415189901,15,0.0,121.000245,26.502453,0.0,0,2024-04-25 16:01:10,2092
3028,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.99968,26.502957,300.0,0,2024-04-25 16:46:10,2050
3028,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.999317,26.503218,240.0,0,2024-04-25 17:07:33,2055
3174,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.999167,26.503317,275.0,0,2024-04-25 17:12:18,2193
3106,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.999082,26.50334,292.0,0,2024-04-25 17:14:40,2148
2960,,,MINPUYU51899-1-93%  ,415189901,15,0.0,120.998965,26.503367,285.0,0,2024-04-25 17:17:03,2025
2928,,,MINPUYU51899-1-92%  ,415189901,15,0.0,120.998793,26.503507,287.0,0,2024-04-25 17:24:13,1982
3305,,,MINPUYU51899-1-93%  ,415189901,15,0.1,120.998645,26.503565,293.0,0,2024-04-25 17:28:56,2219
2995,,,MINPUYU51899-1-92%  ,415189901,15,0.0,120.99761,26.503802,251.0,0,2024-04-25 17:57:36,2032
3081,,,MINPUYU51899-1-92%  ,415189901,15,0.0,120.997013,26.503815,293.0,0,2024-04-25 18:16:43,2123
3261,,,MINPUYU51899-1-92%  ,415189901,15,0.1,120.996778,26.503725,277.0,0,2024-04-25 18:21:26,2251
