fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
5917,,,CT2-5846;1       8V0,11005846,15,0.9,121.851723,24.841512,44.4,0,2024-04-17 19:18:18,3982
5613,,,CT2-5846;1       8V0,11005846,15,1.4,121.851987,24.84179,42.2,0,2024-04-17 19:20:42,3762
5558,,,CT2-5846;1       8V0,11005846,15,0.5,121.85262,24.842438,20.3,0,2024-04-17 19:25:42,3720
5556,,,CT2-5846;1       8V0,11005846,15,0.5,121.853302,24.843168,34.1,0,2024-04-17 19:30:41,3715
6025,,,CT2-5846;1       8V0,11005846,15,0.4,121.85415,24.843723,49.9,0,2024-04-17 19:35:32,4094
5638,,,CT2-5846;1       8V0,11005846,15,0.9,121.854328,24.843928,43.7,0,2024-04-17 19:38:02,3786
5853,,,CT2-5846;1       8V0,11005846,15,0.6,121.85506,24.844383,91.7,0,2024-04-17 19:42:52,3949
5917,,,CT2-5846;1       8V0,11005846,15,1.5,121.856023,24.84479,59.9,0,2024-04-17 19:47:42,3974
5858,,,CT2-5846;1       8V0,11005846,15,1.0,121.856528,24.844883,57.9,0,2024-04-17 19:50:06,3917
5668,,,CT2-5846;1       8V0,11005846,15,2.0,121.857107,24.845018,87.2,0,2024-04-17 19:54:55,3768
5802,,,CT2-5846;1       8V0,11005846,15,0.8,121.857568,24.845105,37.4,0,2024-04-17 19:59:48,3866
5587,,,CT2-5846;1       8V0,11005846,15,1.0,121.857968,24.845215,83.5,0,2024-04-17 20:02:15,3720
5735,,,CT2-5846;1       8V0,11005846,15,0.9,121.858583,24.84538,93.9,0,2024-04-17 20:07:09,3817
5803,,,CT2-5846;1       8V0,11005846,15,0.4,121.859015,24.8454,121.0,0,2024-04-17 20:09:36,3844
5929,,,CT2-5846;1       8V0,11005846,15,0.6,121.859962,24.845685,57.8,0,2024-04-17 20:16:58,3940
5795,,,CT2-5846;1       8V0,11005846,15,0.6,121.860245,24.84577,105.2,0,2024-04-17 20:19:31,3863
5741,,,CT2-5846;1       8V0,11005846,15,0.9,121.86085,24.845917,68.5,0,2024-04-17 20:24:22,3830
5706,,,CT2-5846;1       8V0,11005846,15,0.9,121.861087,24.846155,93.6,0,2024-04-17 20:26:55,3788
5769,,,CT2-5846;1       8V0,11005846,15,0.3,121.86185,24.84639,79.7,0,2024-04-17 20:31:46,3814
5945,,,CT2-5846;1       8V0,11005846,15,0.9,121.862613,24.84671,86.0,0,2024-04-17 20:36:35,3955
5954,,,CT2-5846;1       8V0,11005846,15,1.1,121.863297,24.846483,80.2,0,2024-04-17 20:38:59,3965
6294,,,CT2-5846;1       8V0,11005846,15,0.8,121.863647,24.846457,129.3,0,2024-04-17 20:41:23,4208
6119,,,CT2-5846;1       8V0,11005846,15,0.6,121.864752,24.84654,123.6,0,2024-04-17 20:48:39,4053
6176,,,CT2-5846;1       8V0,11005846,15,0.3,121.864895,24.846558,62.2,0,2024-04-17 20:51:04,4116
6051,,,CT2-5846;1       8V0,11005846,15,8.1,121.870468,24.868393,29.9,0,2024-04-17 21:03:10,4051
5976,,,CT2-5846;1       8V0,11005846,15,7.0,121.873303,24.896812,337.2,0,2024-04-17 21:17:43,3986
6295,,,CT2-5846;1       8V0,11005846,15,1.1,121.869318,24.903563,271.3,0,2024-04-17 21:32:32,4238
5291,,,CT2-5846;1       8V0,11005846,15,0.6,121.869268,24.903517,300.1,0,2024-04-17 21:42:17,3463
5792,,,CT2-5846;1       8V0,11005846,15,0.4,121.86914,24.903723,291.4,0,2024-04-17 21:54:35,3830
6076,,,CT2-5846;1       8V0,11005846,15,0.7,121.869265,24.903622,85.3,0,2024-04-17 22:02:14,4016
5855,,,CT2-5846;1       8V0,11005846,15,0.1,121.869253,24.90359,328.3,0,2024-04-17 22:04:44,3866
6342,,,CT2-5846;1       8V0,11005846,15,0.6,121.869252,24.903897,213.8,0,2024-04-17 22:14:36,4220
5694,,,CT2-5846;1       8V0,11005846,15,1.9,121.869183,24.903727,22.6,0,2024-04-17 22:22:04,3740
4980,,,CT2-5846;1       8V0,11005846,15,0.2,121.869265,24.903687,167.5,0,2024-04-17 22:26:57,3207
4471,,,CT2-5846;1       8V0,11005846,15,0.5,121.869257,24.903848,202.3,0,2024-04-17 22:29:22,2828
4371,,,CT2-5846;1       8V0,11005846,15,0.3,121.869022,24.903883,142.4,0,2024-04-17 22:34:19,2765
4528,,,CT2-5846;1       8V0,11005846,15,0.2,121.8693,24.903692,332.5,0,2024-04-17 22:39:15,2893
4962,,,CT2-5846;1       8V0,11005846,15,0.4,121.868942,24.903453,273.3,0,2024-04-17 22:41:45,3194
5280,,,CT2-5846;1       8V0,11005846,15,0.1,121.869183,24.904177,327.3,0,2024-04-17 22:46:47,3418
5575,,,CT2-5846;1       8V0,11005846,15,0.0,121.868927,24.903635,173.9,0,2024-04-17 22:49:14,3614
5351,,,CT2-5846;1       8V0,11005846,15,0.0,121.869087,24.903527,14.8,0,2024-04-17 23:01:28,3425
5338,,,CT2-5846;1       8V0,11005846,15,0.4,121.86897,24.904022,311.3,0,2024-04-17 23:06:34,3426
5576,,,CT2-5846;1       8V0,11005846,15,0.3,121.868967,24.903755,285.9,0,2024-04-17 23:11:36,3618
5700,,,CT2-5846;1       8V0,11005846,15,0.2,121.868993,24.903547,334.2,0,2024-04-17 23:19:07,3721
5505,,,CT2-5846;1       8V0,11005846,15,1.7,121.868218,24.90375,128.7,0,2024-04-17 23:24:17,3620
5752,,,CT2-5846;1       8V0,11005846,15,0.3,121.86869,24.903593,310.8,0,2024-04-17 23:31:57,3845
5841,,,CT2-5846;1       8V0,11005846,15,0.2,121.868665,24.903693,265.8,0,2024-04-17 23:36:57,3901
6112,,,CT2-5846;1       8V0,11005846,15,0.4,121.86869,24.903645,328.0,0,2024-04-17 23:39:27,4103
5699,,,CT2-5846;1       8V0,11005846,15,0.3,121.868788,24.903578,292.0,0,2024-04-17 23:44:18,3743
5560,,,CT2-5846;1       8V0,11005846,15,0.3,121.868843,24.903662,263.9,0,2024-04-17 23:49:14,3648
5919,,,CT2-5846;1       8V0,11005846,15,0.2,121.868895,24.90368,86.5,0,2024-04-17 23:59:19,3911
5352,,,CT2-5846;1       8V0,11005846,15,0.3,121.869178,24.903843,201.4,0,2024-04-18 00:01:44,3513
5693,,,CT2-5846;1       8V0,11005846,15,0.2,121.869013,24.903692,185.6,0,2024-04-18 00:06:37,3746
5810,,,CT2-5846;1       8V0,11005846,15,0.2,121.868905,24.903585,321.9,0,2024-04-18 00:13:54,3835
5480,,,CT2-5846;1       7V9,11005846,15,0.2,121.868957,24.903588,272.4,0,2024-04-18 00:16:20,3595
5378,,,CT2-5846;1       8V0,11005846,15,0.6,121.869008,24.90354,317.1,0,2024-04-18 00:18:45,3531
5289,,,CT2-5846;1       8V0,11005846,15,0.4,121.868992,24.903652,227.5,0,2024-04-18 00:26:02,3475
5299,,,CT2-5846;1       8V0,11005846,15,0.1,121.869017,24.903698,110.9,0,2024-04-18 00:31:01,3470
5749,,,CT2-5846;1       8V0,11005846,15,0.0,121.869058,24.903575,82.8,0,2024-04-18 00:40:50,3807
5995,,,CT2-5846;1       8V0,11005846,15,0.2,121.869158,24.903735,85.3,0,2024-04-18 00:45:40,4014
5776,,,CT2-5846;1       8V0,11005846,15,0.1,121.8691,24.903642,231.4,0,2024-04-18 00:48:06,3856
6006,,,CT2-5846;1       8V0,11005846,15,0.1,121.869058,24.903763,286.0,0,2024-04-18 00:50:32,4024
5619,,,CT2-5846;1       8V0,11005846,15,0.1,121.869098,24.903705,167.8,0,2024-04-18 00:57:48,3736
5982,,,CT2-5846;1       8V0,11005846,15,0.3,121.869087,24.90357,5.2,0,2024-04-18 01:02:39,3967
5795,,,CT2-5846;1       8V0,11005846,15,0.3,121.869113,24.903728,193.1,0,2024-04-18 01:07:29,3851
5713,,,CT2-5846;1       8V0,11005846,15,0.6,121.869163,24.903605,311.2,0,2024-04-18 01:12:20,3799
5602,,,CT2-5846;1       8V0,11005846,15,0.4,121.869042,24.903758,88.8,0,2024-04-18 01:22:00,3702
5756,,,CT2-5846;1       8V0,11005846,15,0.6,121.868988,24.903788,194.7,0,2024-04-18 01:26:48,3826
5764,,,CT2-5846;1       8V0,11005846,15,0.3,121.869132,24.903497,103.2,0,2024-04-18 01:34:11,3831
5832,,,CT2-5846;1       8V0,11005846,15,0.2,121.868908,24.903753,201.4,0,2024-04-18 01:41:24,3887
5556,,,CT2-5846;1       8V0,11005846,15,0.1,121.86889,24.903883,5.8,0,2024-04-18 01:46:13,3673
5493,,,CT2-5846;1       8V0,11005846,15,0.2,121.869072,24.903498,66.8,0,2024-04-18 01:53:32,3670
5621,,,CT2-5846;1       8V0,11005846,15,0.1,121.869025,24.90346,334.1,0,2024-04-18 02:00:53,3776
5546,,,CT2-5846;1       8V0,11005846,15,0.7,121.86859,24.903877,111.2,0,2024-04-18 02:10:38,3690
5610,,,CT2-5846;1       8V0,11005846,15,0.2,121.86912,24.903522,356.8,0,2024-04-18 02:15:31,3709
5711,,,CT2-5846;1       8V0,11005846,15,0.7,121.869032,24.903618,359.8,0,2024-04-18 02:17:56,3794
5777,,,CT2-5846;1       8V0,11005846,15,0.0,121.86917,24.903633,343.0,0,2024-04-18 02:20:22,3803
5939,,,CT2-5846;1       8V0,11005846,15,0.5,121.868648,24.903768,97.6,0,2024-04-18 02:27:50,3962
5697,,,CT2-5846;1       8V0,11005846,15,0.9,121.869003,24.903622,287.1,0,2024-04-18 02:30:23,3787
5854,,,CT2-5846;1       8V0,11005846,15,0.2,121.869198,24.903595,289.8,0,2024-04-18 02:35:18,3905
5512,,,CT2-5846;1       8V0,11005846,15,0.5,121.86922,24.903645,70.8,0,2024-04-18 02:42:45,3648
5738,,,CT2-5846;1       8V0,11005846,15,0.1,121.868765,24.903837,330.9,0,2024-04-18 02:52:30,3834
5730,,,CT2-5846;1       8V0,11005846,15,0.4,121.868695,24.903873,346.5,0,2024-04-18 02:54:58,3828
5883,,,CT2-5846;1       8V0,11005846,15,0.4,121.86908,24.903687,310.2,0,2024-04-18 02:57:26,3914
5764,,,CT2-5846;1       8V0,11005846,15,1.9,121.868658,24.903903,305.4,0,2024-04-18 03:02:20,3826
5570,,,CT2-5846;1       8V0,11005846,15,0.4,121.868912,24.903737,91.1,0,2024-04-18 03:07:12,3711
5616,,,CT2-5846;1       7V9,11005846,15,0.1,121.868808,24.903872,28.4,0,2024-04-18 03:12:02,3760
5850,,,CT2-5846;1       7V9,11005846,15,0.0,121.868872,24.903898,313.8,0,2024-04-18 03:19:36,3915
5447,,,CT2-5846;1       7V9,11005846,15,0.7,121.868818,24.904005,304.4,0,2024-04-18 03:24:32,3635
5294,,,CT2-5846;1       7V9,11005846,15,0.5,121.868973,24.903705,312.5,0,2024-04-18 03:29:24,3504
5578,,,CT2-5846;1       8V0,11005846,15,0.8,121.869007,24.903728,319.6,0,2024-04-18 03:36:41,3700
5818,,,CT2-5846;1       7V9,11005846,15,0.8,121.869065,24.903713,333.9,0,2024-04-18 03:44:05,3890
5732,,,CT2-5846;1       7V9,11005846,15,0.1,121.86906,24.903885,67.4,0,2024-04-18 03:48:55,3839
5695,,,CT2-5846;1       8V0,11005846,15,0.2,121.869,24.903783,207.2,0,2024-04-18 03:53:45,3823
5640,,,CT2-5846;1       8V0,11005846,15,0.1,121.869005,24.903903,336.8,0,2024-04-18 04:01:00,3805
5815,,,CT2-5846;1       8V0,11005846,15,0.5,121.869188,24.903588,342.3,0,2024-04-18 04:05:48,3925
5811,,,CT2-5846;1       8V0,11005846,15,0.2,121.869205,24.903832,275.8,0,2024-04-18 04:10:40,3933
5908,,,CT2-5846;1       8V0,11005846,15,0.4,121.869247,24.903873,192.8,0,2024-04-18 04:17:53,3972
5913,,,CT2-5846;1       8V0,11005846,15,0.9,121.869323,24.90378,340.4,0,2024-04-18 04:22:42,3970
6023,,,CT2-5846;1       8V0,11005846,15,0.1,121.869202,24.903783,176.3,0,2024-04-18 04:25:06,4078
5901,,,CT2-5846;1       8V0,11005846,15,0.2,121.869242,24.903742,21.7,0,2024-04-18 04:27:31,4009
5856,,,CT2-5846;1       8V0,11005846,15,0.3,121.869257,24.903647,158.1,0,2024-04-18 04:34:54,3958
5570,,,CT2-5846;1       7V9,11005846,15,0.3,121.869223,24.903547,281.4,0,2024-04-18 04:57:42,3768
5647,,,CT2-5846;1       7V9,11005846,15,0.3,121.869348,24.903533,184.4,0,2024-04-18 05:00:07,3809
6151,,,CT2-5846;1       8V0,11005846,15,0.4,121.86921,24.903615,134.0,0,2024-04-18 05:07:38,4189
5970,,,CT2-5846;1       8V0,11005846,15,0.5,121.869198,24.903595,122.9,0,2024-04-18 05:10:04,4061
5967,,,CT2-5846;1       8V0,11005846,15,0.2,121.869175,24.903577,343.8,0,2024-04-18 05:15:03,4056
5665,,,CT2-5846;1       8V0,11005846,15,0.3,121.869232,24.903627,349.7,0,2024-04-18 05:19:58,3835
5502,,,CT2-5846;1       8V0,11005846,15,0.3,121.869265,24.903525,339.5,0,2024-04-18 05:22:24,3698
5679,,,CT2-5846;1       8V0,11005846,15,0.3,121.869218,24.903678,145.4,0,2024-04-18 05:24:51,3835
6017,,,CT2-5846;1       8V0,11005846,15,0.1,121.869247,24.903638,75.6,0,2024-04-18 05:29:54,4094
5765,,,CT2-5846;1       8V0,11005846,15,0.4,121.869297,24.903552,206.2,0,2024-04-18 05:35:01,3937
6025,,,CT2-5846;1       8V0,11005846,15,0.5,121.869215,24.903752,334.9,0,2024-04-18 05:39:56,4108
5927,,,CT2-5846;1       8V0,11005846,15,0.5,121.869208,24.903655,327.5,0,2024-04-18 05:42:21,4019
5619,,,CT2-5846;1       8V0,11005846,15,0.4,121.869215,24.903632,155.1,0,2024-04-18 05:47:20,3755
5492,,,CT2-5846;1       8V0,11005846,15,0.2,121.869223,24.903625,332.2,0,2024-04-18 05:52:18,3675
5840,,,CT2-5846;1       8V0,11005846,15,0.3,121.869227,24.90343,301.0,0,2024-04-18 05:59:44,3936
5759,,,CT2-5846;1       8V0,11005846,15,0.0,121.869267,24.90364,70.8,0,2024-04-18 06:04:38,3873
5806,,,CT2-5846;1       8V0,11005846,15,0.2,121.869285,24.903713,71.8,0,2024-04-18 06:07:15,3900
5693,,,CT2-5846;1       8V0,11005846,15,0.0,121.869195,24.903638,170.6,0,2024-04-18 06:12:09,3819
5747,,,CT2-5846;1       8V0,11005846,15,0.4,121.868962,24.903952,211.4,0,2024-04-18 06:24:37,3821
5546,,,CT2-5846;1       8V0,11005846,15,0.3,121.869242,24.903515,330.3,0,2024-04-18 06:27:06,3678
5562,,,CT2-5846;1       7V9,11005846,15,0.2,121.869233,24.90363,97.6,0,2024-04-18 06:29:36,3693
5989,,,CT2-5846;1       7V9,11005846,15,0.2,121.86917,24.903668,54.0,0,2024-04-18 06:34:29,4031
6096,,,CT2-5846;1       8V0,11005846,15,0.3,121.869298,24.903543,178.8,0,2024-04-18 06:39:35,4125
5956,,,CT2-5846;1       8V0,11005846,15,0.9,121.869093,24.903787,340.5,0,2024-04-18 06:42:02,4015
5803,,,CT2-5846;1       8V0,11005846,15,0.4,121.869232,24.903625,143.6,0,2024-04-18 06:54:15,3887
5934,,,CT2-5846;1       8V0,11005846,15,0.1,121.869002,24.903728,0.9,0,2024-04-18 07:01:54,3974
6191,,,CT2-5846;1       8V0,11005846,15,1.1,121.869132,24.903747,111.5,0,2024-04-18 07:04:31,4150
5911,,,CT2-5846;1       8V0,11005846,15,0.5,121.869197,24.903688,61.5,0,2024-04-18 07:09:29,3948
6252,,,CT2-5846;1       8V0,11005846,15,0.3,121.869218,24.90371,86.8,0,2024-04-18 07:14:30,4207
5879,,,CT2-5846;1       8V0,11005846,15,1.1,121.869555,24.903888,97.9,0,2024-04-18 07:16:55,3931
6049,,,CT2-5846;1       8V0,11005846,15,0.0,121.869195,24.90367,36.7,0,2024-04-18 07:21:54,4048
6139,,,CT2-5846;1       8V0,11005846,15,0.6,121.869028,24.903878,2.7,0,2024-04-18 07:24:31,4118
5920,,,CT2-5846;1       8V0,11005846,15,0.4,121.869148,24.903792,28.4,0,2024-04-18 07:29:31,3959
6134,,,CT2-5846;1       8V0,11005846,15,0.2,121.869102,24.903603,2.8,0,2024-04-18 08:04:11,4068
6165,,,CT2-5846;1       8V0,11005846,15,0.2,121.8692,24.903437,333.3,0,2024-04-18 08:23:33,4076
5895,,,CT2-5846;1       8V0,11005846,15,0.0,121.86928,24.903415,109.4,0,2024-04-18 08:28:21,3840
5800,,,CT2-5846;1       8V0,11005846,15,0.2,121.869048,24.903652,177.7,0,2024-04-18 08:35:35,3797
5745,,,CT2-5846;1       8V0,11005846,15,1.2,121.869118,24.903653,340.2,0,2024-04-18 08:50:01,3738
5835,,,CT2-5846;1       8V0,11005846,15,0.1,121.869248,24.903372,283.1,0,2024-04-18 08:59:44,3774
5950,,,CT2-5846;1       8V0,11005846,15,0.1,121.869302,24.903398,128.9,0,2024-04-18 09:02:10,3840
5693,,,CT2-5846;1       8V0,11005846,15,0.4,121.869193,24.903305,299.5,0,2024-04-18 09:38:24,3604
5560,,,CT2-5846;1       8V0,11005846,15,0.0,121.869203,24.903567,230.5,0,2024-04-18 09:48:11,3516
5932,,,CT2-5846;1       8V0,11005846,15,0.1,121.869162,24.903592,107.5,0,2024-04-18 10:00:34,3767
5986,,,CT2-5846;1       7V9,11005846,15,1.1,121.86939,24.903548,312.7,0,2024-04-18 10:49:52,3746
5743,,,CT2-5846;1       8V0,11005846,15,0.2,121.86911,24.903707,146.4,0,2024-04-18 11:44:25,3593
5528,,,CT2-5846;1       8V0,11005846,15,0.6,121.869017,24.903757,334.7,0,2024-04-18 12:11:15,3414
5684,,,CT2-5846;1       8V0,11005846,15,0.1,121.869055,24.903768,203.9,0,2024-04-18 12:35:38,3505
5378,,,CT2-5846;1       8V0,11005846,15,0.4,121.869065,24.903835,242.0,0,2024-04-18 12:45:31,3336
5578,,,CT2-5846;1       8V0,11005846,15,0.3,121.869287,24.90368,217.4,0,2024-04-18 13:12:31,3473
5486,,,CT2-5846;1       7V9,11005846,15,0.0,121.869208,24.903793,250.8,0,2024-04-18 13:42:00,3340
5369,,,CT2-5846;1       7V9,11005846,15,0.3,121.869102,24.903758,114.3,0,2024-04-18 16:08:22,3252
5680,,,CT2-5846;1       8V0,11005846,15,0.3,121.869128,24.90369,244.1,0,2024-04-18 16:42:20,3449
5391,,,CT2-5846;1       7V9,11005846,15,0.0,121.869238,24.903747,60.4,0,2024-04-18 16:55:06,3254
5176,,,CT2-5846;1       7V9,11005846,15,0.6,121.869242,24.90376,125.0,0,2024-04-18 17:02:37,3125
5334,,,CT2-5846;1       7V9,11005846,15,7.5,121.869332,24.90036,202.5,0,2024-04-18 17:15:29,3274
5552,,,CT2-5846;1       7V9,11005846,15,8.4,121.861442,24.887847,206.5,0,2024-04-18 17:22:50,3387
5328,,,CT2-5846;1       7V9,11005846,15,7.0,121.859277,24.883408,208.6,0,2024-04-18 17:25:14,3218
5570,,,CT2-5846;1       7V9,11005846,15,7.6,121.854323,24.874745,212.8,0,2024-04-18 17:30:06,3390
4944,,,CT2-5846;1       7V9,11005846,15,7.5,121.848832,24.866212,199.1,0,2024-04-18 17:34:57,3002
5179,,,CT2-5846;1       7V9,11005846,15,8.2,121.831715,24.833892,186.2,0,2024-04-18 17:51:46,3182
5374,,,CT2-5846;1       7V9,11005846,15,8.2,121.827393,24.793858,66.2,0,2024-04-18 18:11:23,3342
5157,,,CT2-5846;1       7V9,11005846,15,8.4,121.833265,24.796263,55.9,0,2024-04-18 18:13:49,3194
5265,,,CT2-5846;1       7V9,11005846,15,5.1,121.84186,24.799157,69.0,0,2024-04-18 18:18:39,3267
5040,,,CT2-5846;1       7V9,11005846,15,5.3,121.845252,24.800687,50.0,0,2024-04-18 18:21:05,3118
5604,,,CT2-5846;1       7V9,11005846,15,9.1,121.847522,24.811153,2.5,0,2024-04-18 18:25:56,3505
5189,,,CT2-5846;1       8V0,11005846,15,1.2,121.847485,24.813302,57.3,0,2024-04-18 18:30:48,3224
5450,,,CT2-5846;1       7V9,11005846,15,0.6,121.847103,24.813663,32.9,0,2024-04-18 18:35:39,3384
5665,,,CT2-5846;1       7V9,11005846,15,1.0,121.846972,24.813948,329.6,0,2024-04-18 18:40:29,3508
5532,,,CT2-5846;1       7V9,11005846,15,0.6,121.846905,24.814038,113.1,0,2024-04-18 18:42:54,3444
5570,,,CT2-5846;1       8V0,11005846,15,1.0,121.846552,24.814307,315.0,0,2024-04-18 18:47:47,3455
5641,,,CT2-5846;1       8V0,11005846,15,1.5,121.846387,24.814698,310.7,0,2024-04-18 18:52:39,3488
5792,,,CT2-5846;1       7V9,11005846,15,0.5,121.84632,24.81484,190.8,0,2024-04-18 18:55:05,3596
5351,,,CT2-5846;1       8V0,11005846,15,1.5,121.84591,24.815248,8.0,0,2024-04-18 18:59:57,3317
5805,,,CT2-5846;1       8V0,11005846,15,0.3,121.845672,24.815385,0.6,0,2024-04-18 19:04:49,3639
5355,,,CT2-5846;1       8V0,11005846,15,0.5,121.845508,24.81548,82.5,0,2024-04-18 19:07:14,3333
5625,,,CT2-5846;1       8V0,11005846,15,1.1,121.845265,24.815597,283.7,0,2024-04-18 19:12:04,3480
5419,,,CT2-5846;1       8V0,11005846,15,2.0,121.84505,24.81569,226.5,0,2024-04-18 19:16:56,3355
5921,,,CT2-5846;1       8V0,11005846,15,0.9,121.844935,24.815793,253.0,0,2024-04-18 19:19:21,3687
5674,,,CT2-5846;1       8V0,11005846,15,0.6,121.844595,24.815762,333.4,0,2024-04-18 19:24:09,3538
5745,,,CT2-5846;1       8V0,11005846,15,1.3,121.844183,24.815857,19.6,0,2024-04-18 19:28:59,3589
5732,,,CT2-5846;1       8V0,11005846,15,0.5,121.843923,24.815948,28.1,0,2024-04-18 19:33:54,3551
5588,,,CT2-5846;1       8V0,11005846,15,0.6,121.843703,24.815903,139.4,0,2024-04-18 19:36:21,3467
5590,,,CT2-5846;1       8V0,11005846,15,1.4,121.843688,24.816067,90.7,0,2024-04-18 19:41:14,3466
5419,,,CT2-5846;1       8V0,11005846,15,0.2,121.843292,24.81604,261.0,0,2024-04-18 19:43:40,3368
5285,,,CT2-5846;1       7V9,11005846,15,2.4,121.843235,24.816175,61.7,0,2024-04-18 19:48:36,3241
5346,,,CT2-5846;1       8V0,11005846,15,0.7,121.843238,24.816182,89.4,0,2024-04-18 19:53:26,3287
5225,,,CT2-5846;1       7V9,11005846,15,0.3,121.84353,24.816267,17.2,0,2024-04-18 19:55:51,3206
5004,,,CT2-5846;1       7V9,11005846,15,0.3,121.843385,24.816317,247.1,0,2024-04-18 20:00:43,3070
5197,,,CT2-5846;1       7V9,11005846,15,0.3,121.84328,24.816362,193.3,0,2024-04-18 20:05:33,3233
5492,,,CT2-5846;1       7V9,11005846,15,0.3,121.843185,24.816385,262.2,0,2024-04-18 20:08:06,3457
5289,,,CT2-5846;1       8V0,11005846,15,0.7,121.843008,24.816412,22.6,0,2024-04-18 20:12:57,3302
5521,,,CT2-5846;1       7V9,11005846,15,1.6,121.842875,24.816413,40.8,0,2024-04-18 20:17:57,3451
5406,,,CT2-5846;1       7V9,11005846,15,0.5,121.842818,24.816475,21.0,0,2024-04-18 20:20:27,3383
5442,,,CT2-5846;1       7V9,11005846,15,1.7,121.842658,24.8165,207.5,0,2024-04-18 20:25:21,3391
4814,,,CT2-5846;1       7V9,11005846,15,1.2,121.842415,24.816528,237.0,0,2024-04-18 20:32:42,2962
4940,,,CT2-5846;1       7V9,11005846,15,1.4,121.842325,24.816582,357.9,0,2024-04-18 20:37:35,3043
5234,,,CT2-5846;1       8V0,11005846,15,1.7,121.842203,24.816642,217.2,0,2024-04-18 20:42:25,3243
5497,,,CT2-5846;1       8V0,11005846,15,0.7,121.842137,24.816688,258.0,0,2024-04-18 20:44:51,3411
5356,,,CT2-5846;1       7V9,11005846,15,1.1,121.841998,24.816738,65.8,0,2024-04-18 20:49:50,3320
5674,,,CT2-5846;1       7V9,11005846,15,9.4,121.866687,24.894923,36.6,0,2024-04-18 21:26:37,3513
5104,,,CT2-5846;1       7V9,11005846,15,0.3,121.869205,24.90382,284.9,0,2024-04-18 21:36:33,3147
4930,,,CT2-5846;1       7V9,11005846,15,0.9,121.869298,24.903837,112.5,0,2024-04-18 22:07:57,2977
5312,,,CT2-5846;1       7V9,11005846,15,1.4,121.869225,24.903793,66.0,0,2024-04-18 22:10:25,3173
5378,,,CT2-5846;1       7V9,11005846,15,0.6,121.869148,24.90414,222.8,0,2024-04-18 22:40:38,3234
4959,,,CT2-5846;1       7V9,11005846,15,0.5,121.869052,24.90417,244.5,0,2024-04-18 22:43:04,2925
5075,,,CT2-5846;1       7V9,11005846,15,0.7,121.8691,24.9038,20.1,0,2024-04-18 22:57:35,3021
5380,,,CT2-5846;1       7V9,11005846,15,0.4,121.869138,24.903767,41.9,0,2024-04-18 23:07:28,3248
5316,,,CT2-5846;1       7V9,11005846,15,0.2,121.869118,24.903737,330.5,0,2024-04-18 23:39:26,3220
5169,,,CT2-5846;1       7V9,11005846,15,0.0,121.869065,24.903713,287.1,0,2024-04-18 23:54:13,3152
5045,,,CT2-5846;1       8V0,11005846,15,0.3,121.869137,24.903753,163.4,0,2024-04-19 00:47:39,3036
4677,,,CT2-5846;1       8V0,11005846,15,0.4,121.869238,24.903815,125.4,0,2024-04-19 00:59:48,2751
5186,,,CT2-5846;1       8V0,11005846,15,0.3,121.869053,24.903842,349.7,0,2024-04-19 01:14:32,3087
5287,,,CT2-5846;1       8V0,11005846,15,0.4,121.869177,24.90366,334.1,0,2024-04-19 01:17:06,3158
4984,,,CT2-5846;1       7V9,11005846,15,0.2,121.869115,24.90372,145.1,0,2024-04-19 01:53:46,2973
5036,,,CT2-5846;1       7V9,11005846,15,0.4,121.869058,24.90368,74.7,0,2024-04-19 02:49:07,3032
5164,,,CT2-5846;1       8V0,11005846,15,0.4,121.869012,24.90374,63.4,0,2024-04-19 03:27:32,3185
5454,,,CT2-5846;1       7V9,11005846,15,1.2,121.869093,24.903688,97.1,0,2024-04-19 04:03:44,3376
5579,,,CT2-5846;1       7V9,11005846,15,0.1,121.869547,24.904,67.5,0,2024-04-19 04:33:14,3512
5548,,,CT2-5846;1       7V9,11005846,15,0.5,121.869147,24.904188,94.7,0,2024-04-19 04:40:35,3472
5771,,,CT2-5846;1       7V9,11005846,15,0.3,121.869448,24.903672,13.7,0,2024-04-19 05:10:29,3635
6077,,,CT2-5846;1       7V9,11005846,15,0.3,121.869362,24.903332,30.3,0,2024-04-19 05:54:18,3958
6067,,,CT2-5846;1       7V9,11005846,15,0.2,121.869267,24.903813,135.1,0,2024-04-19 06:18:40,3977
5917,,,CT2-5846;1       7V9,11005846,15,0.7,121.869212,24.90366,2.8,0,2024-04-19 07:00:09,3914
6061,,,CT2-5846;1       7V9,11005846,15,0.1,121.869188,24.90371,198.8,0,2024-04-19 07:12:24,3994
6284,,,CT2-5846;1       7V9,11005846,15,0.6,121.869233,24.903693,265.1,0,2024-04-19 07:37:05,4192
6546,,,CT2-5846;1       7V9,11005846,15,0.1,121.869233,24.903793,277.5,0,2024-04-19 07:41:56,4350
6263,,,CT2-5846;1       7V9,11005846,15,0.1,121.868932,24.904158,329.3,0,2024-04-19 07:54:29,4164
6105,,,CT2-5846;1       7V9,11005846,15,0.3,121.869038,24.903765,145.0,0,2024-04-19 08:01:41,4016
6214,,,CT2-5846;1       7V9,11005846,15,0.3,121.869195,24.903423,333.7,0,2024-04-19 08:30:33,4138
6116,,,CT2-5846;1       7V9,11005846,15,0.4,121.869202,24.903377,334.5,0,2024-04-19 08:37:52,4056
