fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
1268,,,MIN SHI YU 06138    ,412452962,15,5.2,118.789242,24.505258,31.7,0,2024-04-15 21:41:29,1022
1338,,,MIN SHI YU 06138    ,412452962,15,5.1,118.792602,24.51036,28.5,0,2024-04-15 21:45:29,1067
1266,,06138  ,,412452962,15,5.3,118.797048,24.517345,29.3,30,2024-04-15 21:50:59,1012
1154,,06138  ,,412452962,15,5.4,118.800515,24.522468,29.4,30,2024-04-15 21:54:59,936
914,,06138  ,,412452962,15,5.4,118.804043,24.527585,33.8,30,2024-04-15 21:58:59,714
1033,,06138  ,,412452962,15,5.4,118.80765,24.532687,28.4,30,2024-04-15 22:02:59,824
1336,,06138  ,,412452962,15,5.3,118.810917,24.537862,29.5,30,2024-04-15 22:06:59,1071
1436,,06138  ,,412452962,15,5.4,118.81412,24.543047,31.4,30,2024-04-15 22:10:59,1080
1310,,,MIN SHI YU 06138    ,412452962,15,5.5,118.817535,24.548267,34.5,0,2024-04-15 22:14:58,1056
1156,,,MIN SHI YU 06138    ,412452962,15,5.5,118.821622,24.554048,43.3,0,2024-04-15 22:19:28,940
1340,,,MIN SHI YU 06138    ,412452962,15,0.3,118.82368,24.556357,39.9,0,2024-04-15 22:22:28,1058
1434,,06138  ,,412452962,15,0.4,118.825835,24.558542,68.9,30,2024-04-15 22:34:29,1088
1431,,06138  ,,412452962,15,1.1,118.826322,24.559213,29.9,30,2024-04-15 22:37:29,1091
1369,,,MIN SHI YU 06138    ,412452962,15,3.8,118.827408,24.563115,303.3,0,2024-04-15 22:46:29,1079
1316,,06138  ,,412452962,15,3.9,118.828395,24.563887,30.4,30,2024-04-15 22:49:59,1010
865,,06138  ,,412452962,15,6.2,118.830225,24.569247,33.0,30,2024-04-15 22:52:59,673
1034,,06138  ,,412452962,15,5.1,118.839487,24.573498,69.4,30,2024-04-15 22:59:30,816
1212,,,MIN SHI YU 06138    ,412452962,15,4.5,118.846445,24.575918,72.9,0,2024-04-15 23:04:32,946
1212,,06138  ,,412452962,15,5.4,118.851953,24.578207,54.4,30,2024-04-15 23:08:33,965
1203,,06138  ,,412452962,15,5.1,118.87627,24.601633,40.1,30,2024-04-15 23:30:36,928
1200,,06138  ,,412452962,15,5.2,118.884947,24.611175,38.0,30,2024-04-15 23:39:07,938
1101,,06138  ,,412452962,15,5.2,118.890285,24.617575,38.7,30,2024-04-15 23:44:38,855
1257,,06138  ,,412452962,15,5.0,118.893687,24.621583,37.0,30,2024-04-15 23:48:11,952
1499,,06138  ,,412452962,15,5.1,118.89801,24.626722,35.2,30,2024-04-15 23:52:42,1119
1160,,06138  ,,412452962,15,5.3,118.920987,24.653318,35.0,30,2024-04-16 00:16:17,938
919,,06138  ,,412452962,15,5.2,118.924247,24.6574,35.7,30,2024-04-16 00:19:47,709
958,,06138  ,,412452962,15,5.1,118.926513,24.660348,37.1,30,2024-04-16 00:21:18,744
1174,,06138  ,,412452962,15,5.1,118.93105,24.666285,33.1,30,2024-04-16 00:27:19,887
727,,06138  ,,412452962,15,3.7,118.940485,24.688088,204.6,30,2024-04-16 01:26:29,552
1248,,06138  ,,412452962,15,3.6,118.937092,24.682225,205.9,30,2024-04-16 01:32:59,960
735,,06138  ,,412452962,15,2.8,118.888017,24.610145,116.6,30,2024-04-16 02:59:41,540
1020,,06138  ,,412452962,15,5.9,118.891913,24.611557,17.7,30,2024-04-16 03:07:41,809
1175,,,MIN SHI YU 06138    ,412452962,15,11.1,118.87614,24.635198,24.4,0,2024-04-16 03:28:45,862
730,,,MIN SHI YU 06138    ,412452962,15,11.0,118.876648,24.638258,14.4,0,2024-04-16 03:29:45,550
722,,,MIN SHI YU 06138    ,412452962,15,11.0,118.86967,24.661293,326.8,0,2024-04-16 03:37:46,537
489,,,MIN SHI YU 06138    ,412452962,15,10.9,118.810975,24.752288,325.4,0,2024-04-16 04:12:22,385
607,,,MIN SHI YU 06138    ,412452962,15,10.8,118.798828,24.770593,319.5,0,2024-04-16 04:19:24,466
890,,06138  ,,412452962,15,10.8,118.792062,24.777373,322.9,30,2024-04-16 04:22:25,654
666,,,MIN SHI YU 06138    ,412452962,15,10.8,118.78002,24.784675,280.4,0,2024-04-16 04:26:56,513
721,,,MIN SHI YU 06138    ,412452962,15,8.8,118.768135,24.787272,287.8,0,2024-04-16 04:30:57,557
887,,06138  ,,412452962,15,0.0,118.766837,24.782105,0.0,30,2024-04-16 05:39:02,700
1343,,06138  ,,412452962,15,0.0,118.766833,24.782097,0.0,30,2024-04-16 06:15:03,1111
1086,,       ,,412452962,15,0.0,118.76687,24.782003,2.3,30,2024-04-16 06:27:03,882
1361,,       ,,412452962,15,0.1,118.766887,24.782113,0.0,30,2024-04-16 06:51:00,1124
1392,,       ,,412452962,15,0.0,118.766872,24.782117,0.0,30,2024-04-16 07:38:54,1143
1163,,       ,,412452962,15,0.1,118.7668,24.781887,0.0,30,2024-04-16 07:50:52,945
1565,,       ,,412452962,15,0.1,118.766828,24.782122,290.9,30,2024-04-16 08:14:48,1167
1169,,       ,,412452962,15,0.0,118.766807,24.782115,0.0,30,2024-04-16 08:44:45,941
1485,,       ,,412452962,15,0.3,118.766787,24.782238,229.3,30,2024-04-16 09:02:43,1105
1512,,       ,,412452962,15,0.2,118.766698,24.78226,1.5,30,2024-04-16 09:56:36,1203
1573,,       ,,412452962,15,0.1,118.766722,24.782292,131.0,30,2024-04-16 10:32:32,1263
1300,,       ,,412452962,15,0.2,118.766743,24.78218,357.5,30,2024-04-16 10:44:32,1056
1385,,       ,,412452962,15,0.2,118.766722,24.78206,255.0,30,2024-04-16 11:02:30,1126
1319,,       ,,412452962,15,0.3,118.766715,24.782202,68.3,30,2024-04-16 11:20:29,1042
1612,,       ,,412452962,15,0.2,118.766662,24.78222,245.3,30,2024-04-16 11:38:27,1222
1255,,       ,,412452962,15,0.1,118.76714,24.782223,198.5,30,2024-04-16 12:08:23,1007
