fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
6291,,,M=N^TI;OMO1N=19   ,313488043,15,3.3,119.531033,24.747467,256.6,0,2024-04-16 18:56:56,4392
6090,,,M=N^TI;OMO1N=19   ,313488043,15,3.3,119.525208,24.74612,250.4,0,2024-04-16 19:02:56,4211
6055,,,M=N^TI;OMO1N=19   ,313488043,15,3.3,119.52136,24.745208,251.4,0,2024-04-16 19:06:56,4175
6022,,,M=N^TI;OMO1N=19   ,313488043,15,3.2,119.517532,24.744315,260.3,0,2024-04-16 19:10:57,4150
6229,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.498317,24.739842,255.4,0,2024-04-16 19:31:26,4357
6229,,,M=N^TI;OMO1N=19   ,313488043,15,3.2,119.48692,24.73719,256.2,0,2024-04-16 19:43:25,4354
6320,,,M=N^TI;OMO1N=19   ,313488043,15,0.7,119.485437,24.737735,292.6,0,2024-04-16 19:55:26,4429
5956,,,M=N^TI;OMO1N=19   ,313488043,15,7.7,119.454772,24.74546,289.0,0,2024-04-16 20:23:26,4125
6042,,,M=N^TI;OMO1N=19   ,313488043,15,7.7,119.44243,24.748728,288.6,0,2024-04-16 20:28:56,4191
6042,,,M=N^TI;OMO1N=19   ,313488043,15,7.6,119.436835,24.75012,288.9,0,2024-04-16 20:31:27,4191
6401,,,M=N^TI;OMO1N=19   ,313488043,15,8.4,119.356462,24.769835,286.3,0,2024-04-16 21:05:27,4427
6046,,,M=N^TI;OMO1N=19   ,313488043,15,8.6,119.351588,24.771083,289.0,0,2024-04-16 21:07:27,4156
6263,,,M=N^TI;OMO1N=19   ,313488043,15,8.3,119.335702,24.775087,283.9,0,2024-04-16 21:13:57,4304
6622,,,M=N^TI;OMO1N=19   ,313488043,15,7.6,119.261655,24.793223,283.3,0,2024-04-16 21:45:29,4615
6609,,,M=N^TI;OMO1N=19   ,313488043,15,7.6,119.251265,24.795477,284.5,0,2024-04-16 21:49:59,4624
6403,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.498208,24.730708,69.7,0,2024-04-17 11:43:56,4458
6183,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.504532,24.732922,72.4,0,2024-04-17 11:48:56,4273
6688,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.572533,24.748337,77.1,0,2024-04-17 12:41:59,4585
7025,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.577637,24.749435,85.0,0,2024-04-17 12:45:58,4848
6676,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.58274,24.750538,72.3,0,2024-04-17 12:49:58,4580
6488,,,M=N^TI;OMO1N=19   ,313488043,15,4.4,119.587867,24.751687,72.7,0,2024-04-17 12:53:59,4426
6748,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.613792,24.75763,72.2,0,2024-04-17 13:13:59,4590
6505,,,M=N^TI;OMO1N=19   ,313488043,15,4.0,119.620313,24.759145,79.7,0,2024-04-17 13:19:01,4389
6455,,,M=N^TI;OMO1N=19   ,313488043,15,4.7,119.69203,24.774593,64.8,0,2024-04-17 14:13:32,4327
6063,,,M=N^TI;OMO1N=19   ,313488043,15,4.1,119.70427,24.781837,44.8,0,2024-04-17 14:24:02,4044
6600,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.721538,24.807757,36.9,0,2024-04-17 14:48:33,4410
6192,,,M=N^TI;OMO1N=19   ,313488043,15,3.2,119.731965,24.811572,184.1,0,2024-04-17 15:46:05,4094
6251,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.731558,24.809552,191.1,0,2024-04-17 15:48:35,4136
6433,,,M=N^TI;OMO1N=19   ,313488043,15,2.4,119.729933,24.80261,185.8,0,2024-04-17 15:57:05,4246
6504,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.729137,24.798953,189.5,0,2024-04-17 16:01:36,4334
6670,,,M=N^TI;OMO1N=19   ,313488043,15,2.7,119.727985,24.794115,197.2,0,2024-04-17 16:07:36,4414
6247,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.727505,24.792085,189.4,0,2024-04-17 16:10:05,4109
6025,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.721082,24.747848,175.5,0,2024-04-17 17:02:35,3950
5648,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.717777,24.726687,178.8,0,2024-04-17 17:27:35,3715
5704,,,M=N^TI;OMO1N=19   ,313488043,15,3.4,119.717182,24.7228,192.2,0,2024-04-17 17:32:04,3753
6087,,,M=N^TI;OMO1N=19   ,313488043,15,2.4,119.71657,24.719458,217.8,0,2024-04-17 17:36:04,4024
5748,,,M=N^TI;OMO1N=19   ,313488043,15,5.2,119.720472,24.740577,11.3,0,2024-04-17 17:57:34,3807
5647,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.723748,24.748307,28.1,0,2024-04-17 18:04:34,3765
5592,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.728385,24.75907,14.6,0,2024-04-17 18:13:35,3705
5864,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.729352,24.76127,21.5,0,2024-04-17 18:15:35,3900
6041,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.736107,24.777118,21.9,0,2024-04-17 18:29:34,4047
5773,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.739848,24.785862,23.6,0,2024-04-17 18:37:04,3865
5837,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.753788,24.802752,201.2,0,2024-04-17 20:27:07,3883
6370,,,M=N^TI;OMO1N=19   ,313488043,15,3.2,119.734075,24.755477,188.9,0,2024-04-17 21:29:36,4299
6075,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.731773,24.750265,242.9,0,2024-04-17 21:36:36,4036
6040,,,M=N^TI;OMO1N=19   ,313488043,15,4.4,119.727472,24.756888,22.7,0,2024-04-17 21:48:06,3991
6099,,,M=N^TI;OMO1N=19   ,313488043,15,4.0,119.736238,24.771553,17.3,0,2024-04-17 22:02:05,4032
6246,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.737243,24.774918,9.0,0,2024-04-17 22:05:05,4140
6202,,,M=N^TI;OMO1N=19   ,313488043,15,4.1,119.73808,24.780735,8.9,0,2024-04-17 22:10:06,4115
6234,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.738677,24.783748,18.5,0,2024-04-17 22:12:36,4137
6300,,,M=N^TI;OMO1N=19   ,313488043,15,4.7,119.74064,24.791098,15.5,0,2024-04-17 22:18:37,4206
5471,,,M=N^TI;OMO1N=19   ,313488043,15,6.7,119.761335,24.87107,230.2,0,2024-04-18 00:29:40,3601
5542,,,M=N^TI;OMO1N=19   ,313488043,15,7.3,119.756487,24.865123,188.0,0,2024-04-18 00:33:40,3645
5632,,,M=N^TI;OMO1N=19   ,313488043,15,7.5,119.75607,24.86311,192.0,0,2024-04-18 00:34:40,3688
6019,,,M=N^TI;OMO1N=19   ,313488043,15,2.9,119.754233,24.85441,201.6,0,2024-04-18 00:45:10,4031
6024,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.75301,24.851143,199.6,0,2024-04-18 00:49:40,4036
6111,,,M=N^TI;OMO1N=19   ,313488043,15,2.9,119.75179,24.847773,199.3,0,2024-04-18 00:54:11,4095
6006,,,M=N^TI;OMO1N=19   ,313488043,15,2.9,119.749493,24.841478,199.1,0,2024-04-18 01:02:41,3978
5905,,,M=N^TI;OMO1N=19   ,313488043,15,2.8,119.748678,24.839313,195.1,0,2024-04-18 01:05:41,3897
5847,,,M=N^TI;OMO1N=19   ,313488043,15,2.9,119.746975,24.834495,202.4,0,2024-04-18 01:12:11,3883
5924,,,M=N^TI;OMO1N=19   ,313488043,15,2.7,119.744342,24.827672,196.0,0,2024-04-18 01:21:41,3951
6049,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.744082,24.826973,200.0,0,2024-04-18 01:22:41,4033
6352,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.728808,24.798823,28.8,0,2024-04-18 02:44:13,4251
6026,,,M=N^TI;OMO1N=19   ,313488043,15,4.4,119.731823,24.803552,33.2,0,2024-04-18 02:48:44,4036
5975,,,M=N^TI;OMO1N=19   ,313488043,15,4.1,119.749157,24.830935,29.2,0,2024-04-18 03:15:14,4011
5673,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.757527,24.844297,24.3,0,2024-04-18 03:28:14,3772
5603,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.760838,24.85101,20.3,0,2024-04-18 03:34:13,3718
5805,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.768912,24.86588,27.5,0,2024-04-18 03:47:44,3896
6321,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.781518,24.889815,26.1,0,2024-04-18 04:09:45,4325
6259,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.783225,24.893038,27.0,0,2024-04-18 04:12:45,4266
6086,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.783472,24.879225,188.6,0,2024-04-18 05:14:16,4150
6052,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.777262,24.85586,195.0,0,2024-04-18 05:40:16,4130
6003,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.776318,24.85282,197.4,0,2024-04-18 05:43:46,4076
6387,,,M=N^TI;OMO1N=19   ,313488043,15,3.7,119.760093,24.797908,195.1,0,2024-04-18 06:43:16,4336
5712,,,M=N^TI;OMO1N=19   ,313488043,15,4.0,119.74052,24.731997,197.3,0,2024-04-18 07:48:15,3740
5874,,,M=N^TI;OMO1N=19   ,313488043,15,6.4,119.73748,24.768487,271.1,0,2024-04-18 09:43:48,3763
6191,,,M=N^TI;OMO1N=19   ,313488043,15,3.5,119.724213,24.778312,352.5,0,2024-04-18 10:01:47,3962
6174,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.724205,24.780102,354.9,0,2024-04-18 10:03:47,3929
6220,,,M=N^TI;OMO1N=19   ,313488043,15,2.4,119.72385,24.786778,336.2,0,2024-04-18 10:10:48,3965
5796,,,M=N^TI;OMO1N=19   ,313488043,15,3.6,119.723245,24.790452,343.9,0,2024-04-18 10:14:47,3645
5865,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,119.721167,24.804267,337.3,0,2024-04-18 10:29:19,3666
5860,,,M=N^TI;OMO1N=19   ,313488043,15,3.7,119.716333,24.830657,355.6,0,2024-04-18 10:55:49,3658
6126,,,M=N^TI;OMO1N=19   ,313488043,15,3.6,119.715303,24.83479,331.9,0,2024-04-18 10:59:49,3854
6232,,,M=N^TI;OMO1N=19   ,313488043,15,4.6,119.713323,24.846748,10.0,0,2024-04-18 11:11:49,3910
6106,,,M=N^TI;OMO1N=19   ,313488043,15,3.9,119.711602,24.858337,357.8,0,2024-04-18 11:23:19,3858
6185,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,121.253743,24.863935,407.2,0,2024-04-18 11:28:49,3913
5950,,,M=N^TI;OMO1N=19   ,313488043,15,3.9,119.710465,24.867083,3.4,0,2024-04-18 11:31:50,3734
5699,,,M=N^TI;OMO1N=19   ,313488043,15,3.3,119.696768,24.870715,256.3,0,2024-04-18 11:48:50,3527
5993,,,M=N^TI;OMO1N=19   ,313488043,15,3.3,119.675117,24.864772,258.1,0,2024-04-18 12:11:50,3744
5710,,,M=N^TI;OMO1N=19   ,313488043,15,3.4,119.672783,24.864167,239.5,0,2024-04-18 12:14:21,3523
5651,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.666672,24.863485,319.7,0,2024-04-18 12:20:51,3493
5538,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.66486,24.864393,292.6,0,2024-04-18 12:22:51,3450
5778,,,M=N^TI;OMO1N=19   ,313488043,15,3.9,119.66101,24.867457,290.1,0,2024-04-18 12:27:52,3595
5763,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,119.659257,24.87101,339.2,0,2024-04-18 12:31:51,3582
5832,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,119.661022,24.907517,19.3,0,2024-04-18 13:06:23,3627
5879,,,M=N^TI;OMO1N=19   ,313488043,15,3.6,119.573605,24.856802,246.1,0,2024-04-18 16:05:54,3567
5916,,,M=N^TI;OMO1N=19   ,313488043,15,1.8,119.57016,24.854752,242.4,0,2024-04-18 16:09:54,3605
5787,,,M=N^TI;OMO1N=19   ,313488043,15,3.5,119.520212,24.826638,240.7,0,2024-04-18 17:06:25,3527
5529,,,M=N^TI;OMO1N=19   ,313488043,15,3.6,119.5083,24.820875,238.7,0,2024-04-18 17:18:56,3414
5473,,,M=N^TI;OMO1N=19   ,313488043,15,3.5,119.504495,24.819,242.3,0,2024-04-18 17:22:55,3337
5442,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.500663,24.817182,238.8,0,2024-04-18 17:26:55,3303
5699,,,M=N^TI;OMO1N=19   ,313488043,15,3.5,119.497283,24.815572,235.4,0,2024-04-18 17:30:26,3488
5328,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,119.49291,24.813522,235.8,0,2024-04-18 17:34:55,3233
5288,,,M=N^TI;OMO1N=19   ,313488043,15,3.8,119.488978,24.81174,235.7,0,2024-04-18 17:38:55,3202
5720,,,M=N^TI;OMO1N=19   ,313488043,15,4.0,119.485103,24.809927,240.8,0,2024-04-18 17:42:56,3543
5636,,,M=N^TI;OMO1N=19   ,313488043,15,3.9,119.468432,24.802995,249.3,0,2024-04-18 17:59:58,3544
5716,,,M=N^TI;OMO1N=19   ,313488043,15,2.1,119.46442,24.801527,241.8,0,2024-04-18 18:03:58,3563
5464,,,M=N^TI;OMO1N=19   ,313488043,15,3.1,119.460348,24.800162,247.6,0,2024-04-18 18:07:58,3393
5995,,,M=N^TI;OMO1N=19   ,313488043,15,8.7,119.42213,24.801165,269.2,0,2024-04-18 19:00:00,3774
6057,,,M=N^TI;OMO1N=19   ,313488043,15,8.7,119.382205,24.805173,271.1,0,2024-04-18 19:16:00,3800
5636,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.370768,24.806403,271.2,0,2024-04-18 19:20:30,3492
5708,,,M=N^TI;OMO1N=19   ,313488043,15,7.6,119.363133,24.807197,278.1,0,2024-04-18 19:23:30,3561
5774,,,M=N^TI;OMO1N=19   ,313488043,15,8.8,119.34769,24.808962,279.3,0,2024-04-18 19:29:30,3610
5842,,,M=N^TI;OMO1N=19   ,313488043,15,9.5,119.337337,24.810072,281.5,0,2024-04-18 19:33:30,3632
5678,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.327002,24.811138,276.5,0,2024-04-18 19:37:29,3528
5974,,,M=N^TI;OMO1N=19   ,313488043,15,7.9,119.324168,24.811373,278.3,0,2024-04-18 19:38:29,3723
6016,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.310702,24.81268,268.9,0,2024-04-18 19:43:29,3770
6559,,,M=N^TI;OMO1N=19   ,313488043,15,1.1,118.950588,24.877183,202.4,0,2024-04-19 13:33:02,4402
7703,,,M=N^TI;OMO1N=19   ,313488043,15,8.1,118.943853,24.874305,168.6,0,2024-04-20 07:39:04,5573
7356,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.02896,24.828482,108.2,0,2024-04-20 08:17:03,5251
7609,,,M=N^TI;OMO1N=19   ,313488043,15,8.9,119.077112,24.814587,106.0,0,2024-04-20 08:35:33,5412
7370,,,M=N^TI;OMO1N=19   ,313488043,15,8.6,119.168873,24.79611,100.7,0,2024-04-20 09:11:02,5171
7488,,,M=N^TI;OMO1N=19   ,313488043,15,8.9,119.1794,24.793993,105.5,0,2024-04-20 09:15:03,5284
7488,,,M=N^TI;OMO1N=19   ,313488043,15,9.1,119.188667,24.792153,98.0,0,2024-04-20 09:18:33,5263
7210,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.202497,24.78965,101.6,0,2024-04-20 09:23:33,5067
7509,,,M=N^TI;OMO1N=19   ,313488043,15,8.7,119.21349,24.78751,102.2,0,2024-04-20 09:27:34,5282
7608,,,M=N^TI;OMO1N=19   ,313488043,15,9.2,119.224587,24.785395,100.7,0,2024-04-20 09:31:34,5341
7398,,,M=N^TI;OMO1N=19   ,313488043,15,9.5,119.325093,24.760535,109.7,0,2024-04-20 10:08:34,5189
7490,,,M=N^TI;OMO1N=19   ,313488043,15,8.9,119.380162,24.745033,106.1,0,2024-04-20 10:29:05,5249
7417,,,M=N^TI;OMO1N=19   ,313488043,15,9.0,119.392145,24.741762,104.8,0,2024-04-20 10:33:35,5186
7529,,,M=N^TI;OMO1N=19   ,313488043,15,9.5,119.479297,24.723973,78.5,0,2024-04-20 11:05:36,5217
7259,,,M=N^TI;OMO1N=19   ,313488043,15,7.1,119.48418,24.724995,79.2,0,2024-04-20 11:08:06,5007
7605,,,M=N^TI;OMO1N=19   ,313488043,15,2.4,119.48893,24.726217,64.4,0,2024-04-20 11:12:06,5300
7086,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.507477,24.73323,69.8,0,2024-04-20 11:26:35,4887
7190,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.524353,24.745263,48.7,0,2024-04-20 11:42:35,4986
7274,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.528015,24.748805,38.3,0,2024-04-20 11:46:34,4998
7549,,,M=N^TI;OMO1N=19   ,313488043,15,4.4,119.532525,24.753308,42.2,0,2024-04-20 11:51:35,5220
7046,,,M=N^TI;OMO1N=19   ,313488043,15,4.2,119.5501,24.771065,39.0,0,2024-04-20 12:11:04,4801
6888,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.554215,24.77517,42.4,0,2024-04-20 12:15:34,4696
6818,,,M=N^TI;OMO1N=19   ,313488043,15,4.3,119.611215,24.81123,92.2,0,2024-04-20 13:08:34,4642
6802,,,M=N^TI;OMO1N=19   ,313488043,15,4.5,119.614703,24.811473,81.3,0,2024-04-20 13:11:04,4634
6933,,,M=N^TI;OMO1N=19   ,313488043,15,4.8,119.622332,24.811858,77.3,0,2024-04-20 13:16:34,4725
6857,,,M=N^TI;OMO1N=19   ,313488043,15,4.4,119.733745,24.838345,73.9,0,2024-04-20 14:41:06,4586
6651,,,M=N^TI;OMO1N=19   ,313488043,15,2.2,119.744432,24.842478,60.6,0,2024-04-20 14:49:36,4482
6465,,,M=N^TI;OMO1N=19   ,313488043,15,1.3,119.745237,24.842913,59.9,0,2024-04-20 14:51:07,4412
6644,,,M=N^TI;OMO1N=19   ,313488043,15,4.7,119.753223,24.847023,76.9,0,2024-04-20 15:04:07,4507
6466,,,M=N^TI;OMO1N=19   ,313488043,15,6.0,119.758203,24.846068,189.0,0,2024-04-20 15:14:08,4360
6472,,,M=N^TI;OMO1N=19   ,313488043,15,5.4,119.755052,24.837755,224.2,0,2024-04-20 15:19:38,4387
6791,,,M=N^TI;OMO1N=19   ,313488043,15,5.7,119.748147,24.829502,218.8,0,2024-04-20 15:26:08,4608
6819,,,M=N^TI;OMO1N=19   ,313488043,15,2.6,119.746875,24.815203,188.4,0,2024-04-20 15:43:39,4596
6755,,,M=N^TI;OMO1N=19   ,313488043,15,2.7,119.746747,24.813962,191.3,0,2024-04-20 15:45:09,4554
6652,,,M=N^TI;OMO1N=19   ,313488043,15,3.0,119.746152,24.808065,190.8,0,2024-04-20 15:52:39,4461
6871,,,M=N^TI;OMO1N=19   ,313488043,15,2.8,119.745918,24.806108,190.1,0,2024-04-20 15:55:08,4631
6440,,,M=N^TI;OMO1N=19   ,313488043,15,2.8,119.742408,24.774585,180.6,0,2024-04-20 16:35:08,4357
6530,,,M=N^TI;OMO1N=19   ,313488043,15,2.9,119.73854,24.757517,193.3,0,2024-04-20 16:58:06,4399
