fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
580,,,05777+5-50%         ,96057775,15,0.3,120.233575,26.491778,226.9,0,2024-04-16 12:34:45,398
1378,,,05777+5-50%         ,96057775,15,0.3,120.214153,26.476833,230.7,0,2024-04-16 14:53:25,1091
810,,,05777+5-49%         ,96057775,15,0.1,120.211957,26.47428,210.5,0,2024-04-16 15:17:43,621
1367,,,05777+5-49%         ,96057775,15,0.2,120.211618,26.473862,215.1,0,2024-04-16 15:21:54,1012
509,,,05777+5-49%         ,96057775,15,0.2,120.211158,26.47326,213.6,0,2024-04-16 15:28:18,339
1385,,,05777+5-49%         ,96057775,15,0.2,120.21105,26.473035,203.3,0,2024-04-16 15:30:23,1117
643,,,05777+5-49%         ,96057775,15,0.1,120.210683,26.472512,207.0,0,2024-04-16 15:36:45,465
993,,,05777+5-49%         ,96057775,15,0.2,120.210443,26.472162,208.4,0,2024-04-16 15:40:55,769
489,,,05777+5-49%         ,96057775,15,0.2,120.21016,26.47147,224.9,0,2024-04-16 15:49:16,323
