fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
2593,,,"F""5ZY9;&CU"">N2;PA",416003318,15,86.7,119.511192,24.013012,194.1,0,2024-04-21 10:07:25,1914
