fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
6010,,,08966-11-99%        ,910896611,15,2.5,120.482667,26.52274,192.0,0,2024-04-19 04:38:49,3791
5961,,,08966-11-99%        ,910896611,15,0.8,120.48178,26.522365,244.0,0,2024-04-19 04:41:19,3726
5969,,,08966-11-99%        ,910896611,15,0.3,120.480287,26.52217,259.0,0,2024-04-19 04:46:22,3723
6021,,,08966-11-99%        ,910896611,15,0.4,120.479573,26.522173,268.0,0,2024-04-19 04:48:54,3762
6082,,,08966-11-99%        ,910896611,15,0.3,120.478473,26.522303,285.0,0,2024-04-19 04:53:58,3858
6194,,,08966-11-99%        ,910896611,15,0.3,120.477962,26.522397,279.0,0,2024-04-19 04:56:30,3937
6413,,,08966-11-99%        ,910896611,15,0.3,120.476853,26.522458,272.0,0,2024-04-19 05:01:38,4083
5960,,,08966-11-99%        ,910896611,15,0.3,120.476373,26.522538,272.0,0,2024-04-19 05:04:11,3752
5962,,,08966-11-99%        ,910896611,15,0.3,120.475433,26.522578,273.0,0,2024-04-19 05:09:15,3765
6065,,,08966-11-99%        ,910896611,15,0.1,120.47456,26.522498,256.0,0,2024-04-19 05:14:20,3866
6031,,,08966-11-99%        ,910896611,15,0.3,120.474153,26.522535,272.0,0,2024-04-19 05:16:54,3846
5951,,,08966-11-99%        ,910896611,15,0.1,120.473312,26.522442,270.0,0,2024-04-19 05:21:52,3820
6093,,,08966-11-99%        ,910896611,15,0.2,120.472543,26.522352,260.0,0,2024-04-19 05:26:54,3897
6099,,,08966-11-99%        ,910896611,15,0.1,120.471765,26.522245,274.0,0,2024-04-19 05:31:51,3917
6150,,,08966-11-99%        ,910896611,15,0.2,120.470623,26.521997,250.0,0,2024-04-19 05:39:16,4008
6334,,,08966-11-99%        ,910896611,15,0.2,120.46946,26.521895,262.0,0,2024-04-19 05:46:42,4123
6228,,,08966-11-99%        ,910896611,15,0.2,120.468725,26.521637,262.0,0,2024-04-19 05:51:39,4068
6341,,,08966-11-99%        ,910896611,15,0.2,120.468362,26.521578,249.0,0,2024-04-19 05:54:17,4146
6391,,,08966-11-99%        ,910896611,15,0.2,120.467658,26.521375,260.0,0,2024-04-19 05:59:17,4158
6328,,,08966-11-99%        ,910896611,15,0.1,120.466698,26.521087,246.0,0,2024-04-19 06:06:51,4134
6380,,,08966-11-99%        ,910896611,15,0.1,120.465268,26.520605,246.0,0,2024-04-19 06:19:23,4188
6225,,,08966-11-99%        ,910896611,15,0.1,120.4645,26.520352,245.0,0,2024-04-19 06:26:57,4082
6631,,,08966-11-99%        ,910896611,15,0.1,120.463988,26.520135,242.0,0,2024-04-19 06:32:02,4388
6299,,,08966-11-99%        ,910896611,15,0.0,120.463722,26.520007,246.0,0,2024-04-19 06:34:35,4174
6699,,,08966-11-99%        ,910896611,15,0.0,120.463295,26.519788,247.0,0,2024-04-19 06:39:47,4468
6457,,,08966-11-99%        ,910896611,15,0.0,120.462773,26.51948,226.0,0,2024-04-19 06:47:17,4272
6104,,,08966-11-99%        ,910896611,15,0.0,120.462378,26.51921,274.0,0,2024-04-19 06:52:22,4026
