fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time,group
659,,,YUESHAWCHEWGYU15987,213000211,15,10.1,121.043333,26.265353,268.1,30,2024-04-18 20:04:11,473
470,,,YUESHAWCHEWGYU15987,213000211,15,9.1,120.858735,26.262257,294.4,0,2024-04-18 21:09:27,292
531,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.834613,26.262015,279.0,30,2024-04-18 21:18:11,359
488,,,YUESHAWCHEWGYU15987,213000211,15,9.8,120.823373,26.26366,278.8,30,2024-04-18 21:22:11,325
522,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.800307,26.265455,272.0,30,2024-04-18 21:30:41,342
300,,,YUESHAWCHEWGYU15987,213000211,15,10.5,120.793893,26.263627,267.1,30,2024-04-18 21:33:11,179
411,,,YUESHAWCHEWGYU15987,213000211,15,8.1,120.777613,26.261953,262.5,30,2024-04-18 21:39:11,249
814,,,YUESHAWCHEWGYU15987,213000211,15,8.4,120.765507,26.261263,269.2,30,2024-04-18 21:43:41,600
803,,,YUESHAWCHEWGYU15987,213000211,15,8.8,120.756922,26.260522,265.0,30,2024-04-18 21:46:55,596
358,,,YUESHAWCHEWGYU15987,213000211,15,8.6,120.743987,26.259462,277.5,30,2024-04-18 21:51:41,216
417,,,YUESHAWCHEWGYU15987,213000211,15,8.0,120.73444,26.26034,276.5,0,2024-04-18 21:55:11,271
240,,,YUESHAWCHEWGYU15987,213000211,15,8.6,120.723453,26.261097,268.4,30,2024-04-18 21:59:11,155
356,,,YUESHAWCHEWGYU15987,213000211,15,9.6,120.711038,26.25946,270.1,30,2024-04-18 22:03:47,228
241,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.688607,26.260093,269.7,30,2024-04-18 22:11:53,157
490,,,YUESHAWCHEWGYU15987,213000211,15,8.9,120.685107,26.259602,261.4,30,2024-04-18 22:13:11,312
300,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.666428,26.260345,258.8,30,2024-04-18 22:19:58,200
293,,,YUESHAWCHEWGYU15987,213000211,15,9.1,120.657493,26.260478,268.2,30,2024-04-18 22:23:11,180
182,,,YUESHAWCHEWGYU15987,213000211,15,8.2,120.653613,26.260208,274.7,30,2024-04-18 22:24:41,99
411,,,YUESHAWCHEWGYU15987,213000211,15,8.6,120.599853,26.259772,262.2,30,2024-04-18 22:44:40,250
241,,,YUESHAWCHEWGYU15987,213000211,15,8.3,120.58916,26.258702,261.7,30,2024-04-18 22:48:40,151
419,,,YUESHAWCHEWGYU15987,213000211,15,9.5,120.578347,26.258458,261.2,30,2024-04-18 22:52:40,260
552,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.567887,26.258148,260.7,30,2024-04-18 22:56:41,359
294,,,YUESHAWCHEWGYU15987,213000211,15,6.6,120.558112,26.258597,264.7,30,2024-04-18 23:00:22,182
549,,,YUESHAWCHEWGYU15987,213000211,15,8.5,120.546077,26.25835,271.2,30,2024-04-18 23:04:47,370
550,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.535627,26.259168,261.5,30,2024-04-18 23:08:41,376
779,,,YUESHAWCHEWGYU15987,213000211,15,9.9,120.525507,26.260602,263.0,30,2024-04-18 23:12:41,571
176,,,YUESHAWCHEWGYU15987,213000211,15,8.9,120.51468,26.259763,266.6,30,2024-04-18 23:16:40,98
662,,,YUESHAWCHEWGYU15987,213000211,15,8.2,120.501013,26.259297,272.0,30,2024-04-18 23:21:41,469
1407,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.493092,26.259252,270.4,30,2024-04-18 23:24:35,902
615,,,YUESHAWCHEWGYU15987,213000211,15,9.6,120.478818,26.25866,265.6,30,2024-04-18 23:29:44,435
556,,,YUESHAWCHEWGYU15987,213000211,15,8.6,120.468797,26.258425,265.6,30,2024-04-18 23:33:25,387
555,,,YUESHAWCHEWGYU15987,213000211,15,8.8,120.45836,26.25853,273.8,30,2024-04-18 23:37:10,375
299,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.44592,26.25829,271.6,30,2024-04-18 23:41:40,185
297,,,YUESHAWCHEWGYU15987,213000211,15,8.8,120.4348,26.258135,266.5,30,2024-04-18 23:45:40,180
360,,15987.0,,213000211,15,9.4,120.42504,26.257902,268.3,30,2024-04-18 23:49:10,230
497,,15987.0,,213000211,15,8.9,120.413813,26.257768,277.3,30,2024-04-18 23:53:10,333
302,,15987.0,,213000211,15,9.3,120.381107,26.257762,268.1,30,2024-04-19 00:04:40,192
1277,,15987.0,,213000211,15,9.3,120.369907,26.258602,277.9,30,2024-04-19 00:08:40,890
360,,,YUESHAWCHEWGYU15987,213000211,15,9.0,120.346997,26.258483,269.1,30,2024-04-19 00:16:44,227
493,,,YUESHAWCHEWGYU15987,213000211,15,9.9,120.332827,26.258213,274.6,30,2024-04-19 00:21:40,341
550,,15987.0,,213000211,15,9.1,120.32564,26.25825,266.8,30,2024-04-19 00:24:11,374
300,,15987.0,,213000211,15,9.0,120.315627,26.258268,272.5,30,2024-04-19 00:27:40,197
621,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.300367,26.257997,271.6,30,2024-04-19 00:32:56,439
418,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.286627,26.257828,269.9,30,2024-04-19 00:37:40,269
424,,,YUESHAWCHEWGYU15987,213000211,15,8.8,120.2764,26.25762,267.7,30,2024-04-19 00:41:10,276
418,,,YUESHAWCHEWGYU15987,213000211,15,10.1,120.261908,26.257285,269.9,30,2024-04-19 00:46:08,263
1108,,,YUESHAWCHEWGYU15987,213000211,15,9.1,120.257515,26.25715,269.6,30,2024-04-19 00:47:38,776
548,,,YUESHAWCHEWGYU15987,213000211,15,9.8,120.243033,26.259022,267.9,30,2024-04-19 00:52:43,375
299,,,YUESHAWCHEWGYU15987,213000211,15,9.4,120.225973,26.261518,282.8,30,2024-04-19 00:58:41,189
359,,,YUESHAWCHEWGYU15987,213000211,15,9.7,120.215518,26.263255,277.4,30,2024-04-19 01:02:19,221
437,,,YUESHAWCHEWGYU15987,213000211,15,9.1,120.203,26.26516,261.7,0,2024-04-19 01:06:41,285
486,,,YUESHAWCHEWGYU15987,213000211,15,8.2,120.19152,26.264472,278.5,30,2024-04-19 01:10:41,300
417,,15987.0,,213000211,15,9.2,120.1814,26.265378,269.6,30,2024-04-19 01:14:11,267
362,,,YUESHAWCHEWGYU15987,213000211,15,9.3,120.169087,26.266228,276.5,30,2024-04-19 01:18:25,229
739,,,YUESHAWCHEWGYU15987,213000211,15,9.2,120.156827,26.264382,269.0,30,2024-04-19 01:22:41,534
411,,,YUESHAWCHEWGYU15987,213000211,15,9.7,120.144117,26.266087,299.0,30,2024-04-19 01:27:16,269
476,,,YUESHAWCHEWGYU15987,213000211,15,9.5,120.132443,26.27205,311.2,30,2024-04-19 01:31:42,299
473,,,YUESHAWCHEWGYU15987,213000211,15,11.0,120.123547,26.27734,312.5,30,2024-04-19 01:35:11,323
417,,,YUESHAWCHEWGYU15987,213000211,15,10.7,120.117667,26.281683,298.7,30,2024-04-19 01:37:41,261
619,,,YUESHAWCHEWGYU15987,213000211,15,9.7,120.104693,26.288665,305.2,0,2024-04-19 01:42:41,439
361,,,YUESHAWCHEWGYU15987,213000211,15,9.6,120.084053,26.30036,294.7,0,2024-04-19 01:50:41,226
552,,,YUESHAWCHEWGYU15987,213000211,15,9.8,120.071107,26.307152,303.0,30,2024-04-19 01:55:41,374
303,,,YUESHAWCHEWGYU15987,213000211,15,9.8,120.063373,26.311897,318.4,30,2024-04-19 01:58:50,194
689,,15987.0,,213000211,15,10.3,120.044573,26.32519,311.6,30,2024-04-19 02:06:40,487
547,,,YUESHAWCHEWGYU15987,213000211,15,10.4,120.0346,26.328167,270.6,30,2024-04-19 02:10:10,365
239,,,YUESHAWCHEWGYU15987,213000211,15,10.1,120.025253,26.329445,278.2,30,2024-04-19 02:13:10,145
356,,,YUESHAWCHEWGYU15987,213000211,15,9.6,119.948987,26.324472,240.6,30,2024-04-19 02:37:40,219
555,,,YUESHAWCHEWGYU15987,213000211,15,10.0,119.933732,26.318715,249.2,30,2024-04-19 02:42:55,394
612,,,YUESHAWCHEWGYU15987,213000211,15,10.8,119.922607,26.315828,246.9,30,2024-04-19 02:46:35,425
617,,,YUESHAWCHEWGYU15987,213000211,15,10.2,119.891787,26.309108,262.7,30,2024-04-19 02:56:40,416
610,,15987.0,,213000211,15,8.7,119.879973,26.307728,259.7,30,2024-04-19 03:00:40,429
469,,,YUESHAWCHEWGYU15987,213000211,15,2.6,119.874642,26.30831,22.0,30,2024-04-19 03:04:57,310
478,,,YUESHAWCHEWGYU15987,213000211,15,2.4,119.874813,26.308568,316.8,30,2024-04-19 03:08:40,305
475,,,YUESHAWCHEWGYU15987,213000211,15,3.0,119.874785,26.308583,131.5,30,2024-04-19 03:12:17,301
359,,,YUESHAWCHEWGYU15987,213000211,15,2.3,119.874745,26.308522,126.5,30,2024-04-19 03:15:58,225
478,,,YUESHAWCHEWGYU15987,213000211,15,2.3,119.874757,26.308435,132.5,30,2024-04-19 03:20:23,309
242,,,YUESHAWCHEWGYU15987,213000211,15,2.1,119.874725,26.308498,237.1,30,2024-04-19 03:24:04,156
1116,,,YUESHAWCHEWGYU15987,213000211,15,0.5,119.874713,26.308462,310.5,30,2024-04-19 03:27:44,806
426,,,YUESHAWCHEWGYU15987,213000211,15,2.1,119.874375,26.308443,254.8,30,2024-04-19 03:32:55,279
417,,,YUESHAWCHEWGYU15987,213000211,15,6.1,119.874093,26.312053,15.6,0,2024-04-19 03:36:55,280
416,,15987.0,,213000211,15,3.8,119.87656,26.318413,71.7,30,2024-04-19 03:41:55,272
